brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price,curved,g_sync_compat,sync
Asus,VP228DE,22.8,1920 x 1080,60.0,5.0,TN,16:9,209.0,False,False,
Acer,XB281HK bmiprz,28.0,3840 x 2160,60.0,1.0,TN,16:9,900.0,False,False,G sync
MSI,Optix MAG270VC,27.0,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
BenQ,EW2480,23.8,1920 x 1080,75.0,5.0,IPS,16:9,159.99,False,False,Free Sync
Samsung,S22E200B,21.5,1920 x 1080,60.0,5.0,TN,16:9,104.99,False,False,
Asus,VS247HR,23.6,1920 x 1080,60.0,2.0,TN,16:9,207.23,False,False,
MSI,Optix MAG241CR,23.6,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
BenQ,GW2270,21.5,1920 x 1080,60.0,5.0,VA,16:9,,False,False,
ViewSonic,XG240R,24.0,1920 x 1080,144.0,1.0,TN,16:9,239.99,False,False,Free Sync
Asus,MG28UQ,28.0,3840 x 2160,60.0,1.0,TN,16:9,,False,False,Free Sync
Acer,Nitro XV270U,27.0,2560 x 1440,75.0,,IPS,16:9,,False,False,Free Sync
iiyama,XUB3493WQSU-B1,34.0,3440 x 1440,75.0,4.0,IPS,21:9,530.17,False,False,Free Sync
Asus,VA325H,31.5,1920 x 1080,60.0,5.0,IPS,16:9,201.39,False,False,
BenQ,SW240,24.1,1920 x 1200,60.0,5.0,IPS,16:10,399.99,False,False,
LG,25UM58,25.0,2560 x 1080,75.0,5.0,IPS,21:9,,False,False,
Acer,V226HQL Bbi,21.5,1920 x 1080,60.0,5.0,TN,16:9,93.82,False,False,
Sceptre,C248W-1920R,23.6,1920 x 1080,75.0,5.0,VA,16:9,219.99,True,False,
Nixeus,NX-EDG27S v2,27.0,2560 x 1440,144.0,4.0,AHVA,16:9,324.99,False,False,Free Sync
Dell,E2720H,27.0,1920 x 1080,60.0,5.0,IPS,16:9,183.0,False,False,
LG,25UM56-P,25.0,2560 x 1080,60.0,5.0,IPS,21:9,199.99,False,False,
Acer,Nitro VG240YU,23.8,2560 x 1440,75.0,1.0,IPS,16:9,,False,False,Free Sync
Acer,Nitro XF252Q,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,Free Sync
Acer,KA272 bi,27.0,1920 x 1080,75.0,,IPS,16:9,,False,False,Free Sync
Samsung,LS27R750QENXZA,27.0,2560 x 1440,144.0,4.0,VA,16:9,1003.67,False,False,
Samsung,S27E450D,27.0,1920 x 1080,60.0,5.0,TN,16:9,198.3,False,False,
Lenovo,Y25F-10,24.5,1920 x 1080,144.0,,TN,16:9,299.99,False,False,Free Sync
Samsung,LC32JG50QQNZA,32.0,2560 x 1440,144.0,4.0,VA,16:9,,True,False,
Acer,XZ271U bmijpphzx,27.0,2560 x 1440,144.0,1.0,VA,16:9,501.81,True,False,Free Sync
AOC,27V2Q,27.0,1920 x 1080,75.0,5.0,IPS,16:9,,False,False,Free Sync
Acer,G226HQLBbd,21.5,1920 x 1080,60.0,5.0,TN,16:9,134.0,False,False,
Dell,S2419H,24.0,1920 x 1080,60.0,5.0,IPS,16:9,249.99,False,False,
Acer,ET322QU Abmiprx,31.5,2560 x 1440,75.0,4.0,IPS,16:9,253.0,False,False,
Philips,346B1C,34.0,3440 x 1440,100.0,5.0,VA,21:9,486.99,True,False,Free Sync
ViewSonic,VX3211-4K-MHD,31.5,3840 x 2160,60.0,,VA,16:9,399.99,False,False,Free Sync
Asus,VE278Q,27.0,1920 x 1080,,2.0,,16:9,169.0,False,False,
MSI,Optix MAG240VC,23.6,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
Cooler Master,GM34-CW,34.0,3440 x 1440,144.0,,VA,21:9,,False,False,Free Sync Premium Pro
AOC,G2460PG,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,G sync
VIOTEK,GN34CW,34.0,3440 x 1440,100.0,4.0,VA,21:9,,True,False,Free Sync
BenQ,XL2430T,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
HP,Pavilion 27q,27.0,2560 x 1440,60.0,5.0,PLS,16:9,279.99,False,False,
Samsung,U28H750,27.9,3840 x 2160,60.0,1.0,TN,16:9,,False,False,Free Sync
AOC,AGON AG273QCG,27.0,2560 x 1440,165.0,1.0,TN,16:9,,True,False,G sync
AOC,Q3279VWF,31.5,2560 x 1440,75.0,5.0,VA,16:9,505.0,False,False,Free Sync
Philips,223V5LSB,21.5,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
AOC,AGON AG322QCX,31.5,2560 x 1440,144.0,4.0,VA,16:9,,True,False,Free Sync
AOC,AG271QG,27.0,2560 x 1440,165.0,4.0,IPS,16:9,,False,False,G sync
VIOTEK,GN24CB,24.0,1920 x 1080,144.0,3.0,VA,16:9,,False,False,Free Sync
MSI,Oculux NXG252R,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,G sync
Acer,NITRO QG221Q bii,21.5,1920 x 1080,75.0,,VA,16:9,,False,False,Free Sync
Acer,B277U bmiipprzx,27.0,2560 x 1440,75.0,4.0,IPS,16:9,379.99,False,False,Free Sync
Acer,B247Y bmiprx,23.8,1920 x 1080,75.0,4.0,IPS,16:9,149.99,False,False,Free Sync
LG,29WL50S-B,29.0,2560 x 1080,75.0,5.0,IPS,21:9,,False,False,Free Sync
LG,34CB99-W,34.0,3440 x 1440,60.0,5.0,IPS,21:9,699.0,True,False,Free Sync
Asus,MX27UC,27.0,3840 x 2160,60.0,5.0,IPS,16:9,551.69,False,False,
Asus,VZ229HE,21.5,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
BenQ,BL2480,23.8,1920 x 1080,60.0,5.0,IPS,16:9,129.34,False,False,
LG,38UC99-W,37.5,3840 x 1600,75.0,5.0,IPS,12:5,914.99,True,False,Free Sync
Philips,BDM4350UC/00,42.5,3840 x 2160,60.0,5.0,IPS,16:9,644.79,False,False,
Lenovo,ThinkVision S24e-10,23.8,1920 x 1080,60.0,,VA,16:9,109.0,False,False,
AOC,I2481FXH,23.8,1920 x 1080,60.0,4.0,IPS,16:9,229.07,False,False,
Acer,V246HLbd,24.0,1920 x 1080,60.0,5.0,TN,16:9,114.99,False,False,
ViewSonic,VG2436wm-LED,24.0,1920 x 1080,,5.0,,16:9,,False,False,
Asus,MX279H,27.0,1920 x 1080,,5.0,IPS,16:9,,False,False,
Dell,U2515H,25.0,2560 x 1440,60.0,6.0,IPS,16:9,,False,False,
Philips,242E1GSJ/27,23.8,1920 x 1080,144.0,4.0,VA,16:9,,False,False,Free Sync Premium
Lenovo,ThinkVision P27q-20,27.0,2560 x 1440,60.0,4.0,IPS,16:9,249.0,False,False,
V7,L238E-2N,23.8,1920 x 1080,60.0,5.0,IPS,16:9,165.0,False,False,
ViewSonic,VX3258-2KC-MHD,31.5,2560 x 1440,144.0,5.0,VA,16:9,,True,False,Free Sync
Sceptre,C345W-2560UN,34.0,2560 x 1080,100.0,6.0,VA,21:9,342.78,True,False,Free Sync
HP,Pavilion 32,32.0,2560 x 1440,60.0,7.0,VA,16:9,389.94,False,False,
LG,32MA68HY-P,32.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Apple,LED Cinema,27.0,2560 x 1440,,12.0,IPS,16:9,,False,False,
LG,22MP68VQ-P,21.5,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,Free Sync
Prism,M27EQ,27.0,2560 x 1440,165.0,1.0,TN,16:9,,False,False,Free Sync
LG,32UD99-W,31.5,3840 x 2160,60.0,5.0,IPS,16:9,849.95,False,False,Free Sync
Dell,E1920H,18.5,1366 x 768,60.0,5.0,TN,16:9,104.98,False,False,
BenQ,XL2420T,24.0,1920 x 1080,120.0,5.0,TN,16:9,,False,False,
Acer,G276HLGbd,27.0,1920 x 1080,60.0,6.0,,16:9,,False,False,
Acer,B227Q bmipr,21.5,1920 x 1080,75.0,4.0,IPS,16:9,142.52,False,False,Free Sync
AOC,AGON AG273QX,27.0,2560 x 1440,165.0,,VA,16:9,,False,False,Free Sync Premium Pro
LG,34UC88,34.0,3440 x 1440,60.0,5.0,IPS,21:9,549.0,False,False,
Asus,MX34VQ,34.0,3440 x 1440,100.0,4.0,VA,21:9,659.99,True,False,Free Sync
BenQ,GW2765HT,27.0,2560 x 1440,60.0,4.0,IPS,16:9,899.0,False,False,
Dell,U2717D,27.0,2560 x 1440,60.0,6.0,IPS,16:9,498.0,False,False,
Acer,XB321HK BMIPHZ,32.0,3840 x 2160,60.0,4.0,IPS,16:9,1184.94,False,False,G sync
Samsung,S22E450B,21.5,1920 x 1080,60.0,5.0,TN,16:9,104.99,False,False,
Dell,U2518D,25.0,2560 x 1440,60.0,5.0,IPS,16:9,399.99,False,False,
BenQ,RL2755HM,27.0,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
Philips,43BDL3010Q,42.5,1920 x 1080,60.0,6.5,VA,16:9,450.7,False,False,
Acer,X38P,37.5,3840 x 1600,175.0,,IPS,12:5,,True,False,G sync
Asus,VG255H,24.5,1920 x 1080,75.0,1.0,TN,16:9,,False,False,Free Sync
Philips,226E9QDSB,21.5,1920 x 1080,75.0,4.0,IPS,16:9,,False,False,Free Sync
BenQ,SW2700PT,27.0,2560 x 1440,60.0,5.0,IPS,16:9,599.0,False,False,
Asus,PG27AQ,27.0,3840 x 2160,60.0,4.0,IPS,16:9,,False,False,G sync
Sceptre,U275W-4000R,27.0,3840 x 2160,60.0,5.0,IPS,16:9,,False,False,
HP,EliteDisplay E233,23.0,1920 x 1080,60.0,,IPS,16:9,169.99,False,False,
BenQ,GL2760H,27.0,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
BenQ,XL2720T,27.0,1920 x 1080,120.0,1.0,TN,16:9,,False,False,
BenQ,GW2760HS,27.0,1920 x 1080,60.0,4.0,VA,16:9,,False,False,
iiyama,G-MASTER SILVER CROW,27.0,2560 x 1440,75.0,1.0,TN,16:9,382.99,False,False,Free Sync
Philips,328E1CA,31.5,3840 x 2160,60.0,4.0,VA,16:9,,True,False,Free Sync
ViewSonic,XG2703-GS,27.0,2560 x 1440,165.0,,IPS,16:9,986.13,False,False,G sync
Dell,E1916H,18.5,1366 x 768,60.0,5.0,TN,16:9,79.98,False,False,
BenQ,GL2250HM,21.5,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
Dell,U2715H,27.0,2560 x 1440,60.0,8.0,IPS,16:9,,False,False,
Asus,VP247H-P,23.6,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
LG,27BK67U-B,27.0,3840 x 2160,60.0,5.0,IPS,16:9,334.94,False,False,Free Sync
LG,34BL650-B,34.0,2560 x 1080,75.0,5.0,IPS,21:9,322.99,False,False,Free Sync
Acer,KG281K bmiipx,28.0,3840 x 2160,60.0,1.0,TN,16:9,479.0,False,False,Free Sync
Dell,P2217H,21.5,1920 x 1080,60.0,6.0,IPS,16:9,153.49,False,False,
Acer,KG241 Pbmidpx,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
Dell,UP3216Q,31.5,3840 x 2160,60.0,6.0,IPS,16:9,1577.76,False,False,
AOC,Q2790PQU/BT,27.0,2560 x 1440,60.0,4.0,IPS,16:9,,False,False,
AOC,AG241QG,23.8,2560 x 1440,165.0,1.0,TN,16:9,662.0,False,False,G sync
Dell,U2719DX,27.0,2560 x 1440,60.0,5.0,IPS,16:9,354.98,False,False,
Samsung,U28E850R,28.0,3840 x 2160,60.0,1.0,TN,16:9,,False,False,Free Sync
BenQ,GL2580H,24.5,1920 x 1080,60.0,2.0,TN,16:9,,False,False,
LG,M2901SCBN,29.0,1366 x 480,,8.0,IPS,683:240,,False,False,
Asus,VX228H,21.5,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
Dell,P2815Q,28.0,3840 x 2160,30.0,5.0,TN,16:9,,False,False,
Acer,GF276 Abmipx,27.0,1920 x 1080,75.0,1.0,TN,16:9,,False,False,Free Sync
Dell,S2740L,27.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
Dell,UP2716D,27.0,2560 x 1440,60.0,6.0,IPS,16:9,575.11,False,False,
HP,22UH,21.5,1920 x 1080,60.0,5.0,TN,16:9,119.94,False,False,
Acer,G246HLAbd,24.0,1920 x 1080,60.0,5.0,TN,16:9,310.66,False,False,
ViewSonic,VX3258-PC-MHD,31.5,1920 x 1080,165.0,,VA,16:9,,True,False,Free Sync
AOC,AG271QX,27.0,2560 x 1440,144.0,1.0,TN,16:9,,False,False,Free Sync
AOC,22V2H,21.5,1920 x 1080,75.0,5.0,IPS,16:9,,False,False,Free Sync
Lenovo,L1900p,19.0,1280 x 1024,,5.0,,5:4,,False,False,
Dell,P2417H,23.8,1920 x 1080,60.0,6.0,IPS,16:9,249.0,False,False,
Asus,VC279H,27.0,1920 x 1080,60.0,5.0,IPS,16:9,499.0,False,False,
Asus,VA326H,31.5,1920 x 1080,144.0,4.0,VA,16:9,,True,False,
VIOTEK,GN27DB,27.0,2560 x 1440,144.0,5.0,VA,16:9,,True,False,Free Sync
Philips,558M1RY/27,55.0,3840 x 2160,120.0,4.0,VA,16:9,,False,False,Free Sync Premium Pro
LG,32UD60-B,32.0,3840 x 2160,60.0,4.0,VA,16:9,398.8,False,False,Free Sync
BenQ,PD3200Q,32.0,2560 x 1440,60.0,4.0,VA,16:9,399.99,False,False,
Dell,S2240L,21.5,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
Acer,R271 bid,27.0,1920 x 1080,60.0,4.0,IPS,16:9,223.69,False,False,
Dell,UP2715K,27.0,5120 x 2880,60.0,8.0,IPS,16:9,,False,False,
Acer,SA230 BI,23.0,1920 x 1080,60.0,4.0,IPS,16:9,,False,False,
LG,24GM77,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
Dell,U2419HX,23.8,1920 x 1080,60.0,5.0,IPS,16:9,149.99,False,False,
iiyama,ProLite XUB2792QSU-B1,27.0,2560 x 1440,70.0,5.0,IPS,16:9,411.93,False,False,Free Sync
Samsung,LC27JG52QQNXZA,27.0,2560 x 1440,144.0,4.0,VA,16:9,,True,False,
Asus,MX25AQ,25.0,2560 x 1440,60.0,5.0,IPS,16:9,279.95,False,False,
LG,34UC89G-B,34.0,2560 x 1080,166.0,5.0,IPS,21:9,,True,False,G sync
Samsung,C22F390,22.0,1920 x 1080,60.0,4.0,VA,16:9,,True,False,Free Sync
BenQ,PD3220U,31.5,3840 x 2160,60.0,5.0,IPS,16:9,1199.99,False,False,
AOC,E2460SH,24.0,1920 x 1080,60.0,1.0,TN,16:9,325.0,False,False,
Acer,ED242QR wi,23.6,1920 x 1080,75.0,4.0,VA,16:9,270.0,True,False,Free Sync
LG,24GM79G-B,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
HP,OMEN,32.0,2560 x 1440,75.0,5.0,VA,16:9,439.94,False,False,Free Sync
Acer,XB240H ABPR,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,G sync
Pixio,PX277-N,27.0,2560 x 1440,144.0,6.0,IPS,16:9,,False,False,Free Sync
BenQ,ZOWIE XL2546 DIVINA,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,
AOC,G2460FQ,24.0,1920 x 1080,144.0,1.0,,16:9,374.0,False,False,
LG,29UM58-P,29.0,2560 x 1080,75.0,5.0,IPS,21:9,599.0,False,False,
Acer,UM.BV6AA.002,17.0,1280 x 1024,75.0,5.0,TN,5:4,103.99,False,False,
Acer,XB273 Gxbmiipprzx,27.0,1920 x 1080,240.0,,IPS,16:9,369.0,False,True,Free Sync
Samsung,MD230X6,23.0,5760 x 2160,,8.0,,24:9,,False,False,
HP,N246v,23.8,1920 x 1080,60.0,5.0,IPS,16:9,157.87,False,False,
ViewSonic,VA2456-mhd,23.8,1920 x 1080,60.0,5.0,IPS,16:9,139.99,False,False,
ViewEra,V157TP,15.0,1024 x 768,,12.0,,4:3,259.99,False,False,
Dell,S3219D,32.0,2560 x 1440,60.0,5.0,VA,16:9,,False,False,Free Sync
HP,EliteDisplay E243p,23.8,1920 x 1080,60.0,,IPS,16:9,278.95,False,False,
Asus,VN247H,23.6,1920 x 1080,60.0,1.0,TN,16:9,,False,False,
Pixio,PX276,27.0,2560 x 1440,144.0,1.0,TN,16:9,,False,False,Free Sync
Samsung,LS27F350FHNXZA,27.0,1920 x 1080,60.0,4.0,PLS,16:9,,False,False,Free Sync
Acer,V206HQL Cbmp,19.5,1920 x 1080,60.0,5.0,VA,16:9,99.99,False,False,
Acer,SB270 Bbix,27.0,1920 x 1080,75.0,,IPS,16:9,169.99,False,False,Free Sync
Samsung,LC27FG70FQNXZA,27.0,1920 x 1080,144.0,1.0,VA,16:9,990.22,True,False,Free Sync
AOC,G2770PF,27.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
Dell,S2415H,23.8,1920 x 1080,60.0,6.0,IPS,16:9,,False,False,
Philips,242G5DJEB,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
AOC,AGON AG251FZ2,25.0,1920 x 1080,240.0,1.0,TN,16:9,,False,False,Free Sync
Planar,PXN2490MW,23.8,2560 x 1440,60.0,6.0,IPS,16:9,189.0,False,False,
LG,27UD88-W,27.0,3840 x 2160,60.0,5.0,IPS,16:9,396.99,False,False,Free Sync
Acer,V206WQL bd,19.5,1440 x 900,60.0,6.0,IPS,16:10,75.0,False,False,
Asus,VZ279HE,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Dell,P2213,22.0,1680 x 1050,60.0,5.0,,16:10,210.63,False,False,
Philips,345B1C/00,34.0,3440 x 1440,100.0,5.0,VA,21:9,,True,False,Free Sync
Samsung,S32D850T,32.0,2560 x 1440,60.0,5.0,VA,16:9,349.99,False,False,
Sceptre,E248W-19203S,23.8,1920 x 1080,75.0,3.5,VA,16:9,,False,False,
LG,38WK95C-W,37.5,3840 x 1600,60.0,5.0,IPS,12:5,979.0,True,False,Free Sync
Dell,E2020H,19.5,1600 x 900,60.0,5.0,TN,16:9,92.05,False,False,
Sceptre,E246W-1080P,23.6,1920 x 1080,,2.0,,16:9,,False,False,
Dell,U2312HM,23.0,1920 x 1080,,8.0,IPS,16:9,,False,False,
Asus,PB278QV,27.0,2560 x 1440,75.0,5.0,IPS,16:9,463.54,False,False,Free Sync
LG,34WK500-P,34.0,2560 x 1080,75.0,5.0,IPS,21:9,349.0,False,False,Free Sync
HP,P27h G4,27.0,1920 x 1080,60.0,5.0,IPS,16:9,169.0,False,False,Free Sync
Asus,Designo MX27UCS,27.0,3840 x 2160,60.0,5.0,IPS,16:9,551.69,False,False,Free Sync
ViewSonic,VP2468,23.8,1920 x 1080,60.0,7.0,IPS,16:9,229.99,False,False,
Asus,VN248H-P,23.8,1920 x 1080,,5.0,IPS,16:9,399.0,False,False,
Lenovo,L24q,23.8,2560 x 1440,60.0,4.0,IPS,16:9,,False,False,
BenQ,PD2720U,27.0,3840 x 2160,60.0,5.0,IPS,16:9,1099.99,False,False,
AOC,U3277PWQU,32.0,3840 x 2160,60.0,4.0,,16:9,1312.42,False,False,
Dell,2007FP,20.0,1600 x 1200,60.0,16.0,,4:3,461.49,False,False,
Acer,K242HL Bbid,24.0,1920 x 1080,60.0,5.0,TN,16:9,149.99,False,False,
BenQ,GW2470H,23.8,1920 x 1080,60.0,4.0,VA,16:9,,False,False,
Asus,VL279HE,27.0,1920 x 1080,75.0,5.0,IPS,16:9,,False,False,Free Sync
Asus,VS238H-P,23.0,1920 x 1080,,2.0,,16:9,,False,False,
Deco Gear,DGVIEW201OB,35.0,3440 x 1440,100.0,4.0,VA,21:9,449.95,False,False,Free Sync
ViewSonic,VG2860MHL-4K,28.0,3840 x 2160,60.0,2.0,TN,16:9,364.99,False,False,
Asus,SD222-YA,21.5,1920 x 1080,60.0,,,16:9,99.0,False,False,
Samsung,CH711,26.9,2560 x 1440,60.0,4.0,VA,16:9,1512.0,True,False,Free Sync
Dell,1909W,19.0,1440 x 900,60.0,5.0,TN,16:10,172.48,False,False,
Dell,SE2416H,23.8,1920 x 1080,60.0,6.0,IPS,16:9,312.28,False,False,
Dell,E2414H,24.0,1920 x 1080,,5.0,TN,16:9,,False,False,
BenQ,ZOWIE XL2536,24.5,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
Acer,S271HLbid,27.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
Samsung,S19C150F,18.5,1366 x 768,,5.0,TN,16:9,,False,False,
BenQ,EW2780Q,27.0,2560 x 1440,60.0,5.0,IPS,16:9,299.99,False,False,
BenQ,EW2780U,27.0,3840 x 2160,60.0,5.0,IPS,16:9,475.99,False,False,
ViewSonic,VX2485-MHU,24.0,1920 x 1080,75.0,5.0,IPS,16:9,159.99,False,False,Free Sync
Dell,P2419HC,23.8,1920 x 1080,60.0,5.0,IPS,16:9,198.5,False,False,
LG,34UC80-B,34.0,3440 x 1440,60.0,5.0,IPS,21:9,937.99,True,False,
Samsung,S24E450D,24.0,1920 x 1080,60.0,5.0,TN,16:9,149.99,False,False,
HP,1CA86AA#ABB,23.8,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
Dell,P4317Q,42.5,3840 x 2160,60.0,8.0,IPS,16:9,,False,False,
Asus,VP279Q-P,27.0,1920 x 1080,60.0,5.0,IPS,16:9,209.0,False,False,
Acer,V206HQLAbmd,19.5,1600 x 900,60.0,5.0,TN,16:9,108.94,False,False,
Acer,GN276HL bid,27.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
BenQ,ZOWIE XL2546 DIVINA,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,
Asus,VP28UQGL,28.0,3840 x 2160,60.0,1.0,TN,16:9,,False,False,Free Sync
ViewSonic,XG2760,27.0,2560 x 1440,165.0,1.0,TN,16:9,549.99,False,False,G sync
Dell,E2720HS,27.0,1920 x 1080,60.0,5.0,IPS,16:9,196.73,False,False,
Acer,V246HQL Cbd,23.6,1920 x 1080,60.0,5.0,TN,16:9,109.0,False,False,
Acer,K242HL bmidx,24.0,1920 x 1080,60.0,5.0,TN,16:9,119.99,False,False,
AOC,Q2778VQE,27.0,2560 x 1440,60.0,1.0,TN,16:9,,False,False,
AOC,I2279VWHE,21.5,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
ViewSonic,XG2702,27.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
Asus,VA32UQ,31.5,3840 x 2160,60.0,4.0,VA,16:9,379.0,False,False,Free Sync
Dell,SE2419H,23.8,1920 x 1080,60.0,5.0,IPS,16:9,189.94,False,False,
HP,OMEN X 35,35.0,3440 x 1440,100.0,4.0,VA,21:9,,False,False,G sync
ViewSonic,VA2256-MHD,21.5,1920 x 1080,60.0,7.0,IPS,16:9,124.99,False,False,
Acer,XR382CQK bmijqphuzx,37.5,3840 x 1600,75.0,5.0,IPS,12:5,,True,False,Free Sync
Dell,P170S,17.0,1280 x 1024,60.0,5.0,,5:4,161.98,False,False,
LG,34GK950G,34.0,3440 x 1440,120.0,5.0,IPS,21:9,,True,False,G sync
Acer,XB270HU bprz,27.0,2560 x 1440,144.0,4.0,IPS,16:9,,False,False,G sync
Lenovo,65D9GAC4EU,24.5,1920 x 1080,144.0,1.0,TN,16:9,,False,False,Free Sync
ViewSonic,VX2757-mhd,27.0,1920 x 1080,,2.0,TN,16:9,164.99,False,False,Free Sync
Lenovo,Y44w-10,43.4,3840 x 1200,120.0,4.0,VA,16:5,849.99,True,False,Free Sync Premium Pro
Acer,G257HU smidpx,25.0,2560 x 1440,60.0,4.0,IPS,16:9,,False,False,
Dell,SE2216HV,21.5,1920 x 1080,60.0,12.0,VA,16:9,114.02,False,False,
Acer,ED242QR,23.6,1920 x 1080,75.0,4.0,VA,16:9,,False,False,
Acer,K272HL,27.0,1920 x 1080,60.0,4.0,IPS,16:9,432.82,False,False,
Lenovo,L27q,27.0,2560 x 1440,60.0,4.0,IPS,16:9,399.95,False,False,
Nixeus,NX-EDG27 v2,27.0,2560 x 1440,144.0,4.0,IPS,16:9,379.73,False,False,Free Sync Premium
Acer,V277 bmipx,27.0,1920 x 1080,75.0,4.0,IPS,16:9,189.0,False,False,Free Sync
Acer,BW257 bmiprx,25.0,1920 x 1200,75.0,4.0,IPS,16:10,195.99,False,False,
iiyama,ProLite XUB2792QSU-W1,27.0,2560 x 1440,70.0,5.0,IPS,16:9,442.82,False,False,Free Sync
Dell,S2719DM,27.0,2560 x 1440,60.0,5.0,IPS,16:9,399.59,False,False,Free Sync
AOC,27V2H,27.0,1920 x 1080,75.0,5.0,IPS,16:9,199.99,False,False,Free Sync
Asus,VA32AQ,31.5,2560 x 1440,60.0,5.0,IPS,16:9,348.5,False,False,
Hannspree,HE225DPB,21.5,1920 x 1080,,5.0,,16:9,,False,False,
Philips,278E9QJAB,27.0,1920 x 1080,75.0,4.0,VA,16:9,,True,False,Free Sync
MSI,Oculux NXG251R,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,G sync
HP,2311x,23.0,1920 x 1080,,5.0,,16:9,,False,False,
Samsung,S22D300HY,21.5,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
MSI,Optix MAG272R,27.0,1920 x 1080,165.0,,VA,16:9,,False,False,
Dell,U2412M,24.0,1920 x 1200,60.0,8.0,IPS,16:10,289.99,False,False,
HP,Z32,31.5,3840 x 2160,60.0,,IPS,16:9,699.0,False,False,
Dell,UP2718Q,27.0,3840 x 2160,60.0,4.0,IPS,16:9,1300.0,False,False,
BenQ,GW2270H,21.5,1920 x 1080,60.0,5.0,VA,16:9,179.72,False,False,
LG,38BK95C-W,37.5,3840 x 1600,60.0,5.0,IPS,12:5,1869.5,False,False,Free Sync
Dell,P2414H,23.8,1920 x 1080,60.0,8.0,IPS,16:9,314.23,False,False,
Asus,VG278H,27.0,1920 x 1080,120.0,2.0,,16:9,,False,False,
Dell,S2715H,27.0,1920 x 1080,60.0,6.0,IPS,16:9,,False,False,
HP,24UH,24.0,1920 x 1080,60.0,5.0,TN,16:9,,False,False,
LG,27MP58VQ-P,27.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
HP,23ES,23.0,1920 x 1080,60.0,7.0,IPS,16:9,399.0,False,False,
VIOTEK,NB24CB,24.0,1920 x 1080,75.0,5.0,VA,16:9,,False,False,Free Sync
AOC,AG352UCG6,35.0,3440 x 1440,120.0,4.0,VA,21:9,,True,False,G sync
Samsung,UH850,31.5,3840 x 2160,60.0,4.0,VA,16:9,479.99,False,False,Free Sync
HP,27sv,27.0,1920 x 1080,60.0,7.0,IPS,16:9,218.0,False,False,
Dell,D3218HN,31.5,1920 x 1080,60.0,8.0,IPS,16:9,,False,False,
Philips,221B8LJEB/27,21.5,1920 x 1080,60.0,1.0,TN,16:9,149.98,False,False,Free Sync
Dell,E2416H,24.0,1920 x 1080,60.0,5.0,TN,16:9,349.0,False,False,
AOC,i2367Fh,23.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
HP,25xw,25.0,1920 x 1080,60.0,7.0,IPS,16:9,,False,False,
Acer,B277 bmiprzx,27.0,1920 x 1080,75.0,4.0,IPS,16:9,199.99,False,False,Free Sync
Asus,C624AQ,23.8,1920 x 1080,60.0,5.0,IPS,16:9,125.54,False,False,
Dell,S2319HN,23.0,1920 x 1080,60.0,5.0,IPS,16:9,,False,False,
HP,Z27,27.0,3840 x 2160,60.0,8.0,IPS,16:9,508.95,False,False,
Samsung,UH750,31.5,3840 x 2160,60.0,4.0,,16:9,1768.0,False,False,
HP,27xw,27.0,1920 x 1080,60.0,8.0,IPS,16:9,277.27,False,False,
Dell,U3417W,34.0,3440 x 1440,60.0,5.0,IPS,21:9,1292.44,True,False,
