brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price,curved,g_sync_compat,sync
AOC,C24G1,24.0,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
Panasonic,EJMDA32UK,32.0,1920 x 1080,60.0,6.0,IPS,16:9,8999.95,False,False,
MSI,Optix G241,23.8,1920 x 1080,144.0,1.0,IPS,16:9,189.99,False,False,Free Sync
Acer,SB220Q bi,21.5,1920 x 1080,75.0,4.0,IPS,16:9,93.99,False,False,Free Sync
Asus,TUF Gaming VG279QM,27.0,1920 x 1080,280.0,1.0,IPS,16:9,384.99,False,True,Free Sync
Asus,ROG Swift PG65UQ,64.5,3840 x 2160,144.0,4.0,VA,16:9,4702.28,False,False,G sync Ultimate
Asus,TUF Gaming VG27AQ,27.0,2560 x 1440,165.0,1.0,IPS,16:9,419.99,False,True,Free Sync
Samsung,Odyssey G9,49.0,5120 x 1440,240.0,1.0,VA,32:9,2998.76,True,True,Free Sync Premium Pro
MSI,Optix G24C4,23.6,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
Sceptre,C248B-144RN,24.0,1920 x 1080,144.0,3.0,VA,16:9,275.89,True,False,Free Sync
LG,27GL850-B,27.0,2560 x 1440,144.0,1.0,IPS,16:9,446.99,False,True,Free Sync
Asus,TUF Gaming VG24VQ,23.6,1920 x 1080,144.0,,VA,16:9,248.0,True,False,Free Sync
Gigabyte,G27QC,27.0,2560 x 1440,165.0,,VA,16:9,284.98,True,True,Free Sync Premium
Eizo,CG318-BK,31.1,4096 x 2160,,9.0,IPS,256:135,,False,False,
LG,27GN950-B,27.0,3840 x 2160,144.0,1.0,IPS,16:9,809.94,False,True,Free Sync Premium Pro
Asus,TUF GAMING VG259QM,24.5,1920 x 1080,280.0,1.0,IPS,16:9,319.0,False,True,Free Sync
MSI,Optix MAG241C,23.6,1920 x 1080,144.0,1.0,VA,16:9,199.99,True,False,Free Sync
LG,24MK400H-B,24.0,1920 x 1080,75.0,1.0,TN,16:9,109.99,False,False,Free Sync
Asus,VG248QG,24.0,1920 x 1080,165.0,1.0,TN,16:9,203.91,False,True,Free Sync
LG,27GL83A-B,27.0,2560 x 1440,144.0,1.0,IPS,16:9,379.99,False,True,Free Sync
LG,22MK430H-B,21.5,1920 x 1080,75.0,5.0,IPS,16:9,84.99,False,False,Free Sync
Acer,XF250Q Cbmiiprx,24.5,1920 x 1080,240.0,1.0,TN,16:9,279.94,False,True,Free Sync
Dell,S2719DGF,27.0,2560 x 1440,155.0,1.0,TN,16:9,359.0,False,False,Free Sync
Samsung,Odyssey G7,27.0,2560 x 1440,240.0,1.0,VA,16:9,549.99,True,True,Free Sync Premium Pro
Asus,ROG Swift PG259QN,24.5,1920 x 1080,360.0,1.0,IPS,16:9,1239.99,False,False,G sync
Asus,VG278QR,27.0,1920 x 1080,165.0,0.5,TN,16:9,249.0,False,True,Free Sync
ViewSonic,XG2405,23.8,1920 x 1080,144.0,1.0,IPS,16:9,179.99,False,False,Free Sync
Sceptre,E205W-16003R,19.5,1600 x 900,75.0,5.0,,16:9,76.97,False,False,
Asus,VP228HE,21.5,1920 x 1080,60.0,1.0,TN,16:9,89.99,False,False,
Asus,TUF GAMING VG249Q,23.8,1920 x 1080,144.0,,IPS,16:9,239.0,False,False,Free Sync
ViewSonic,VX2758-2KP-MHD,27.0,2560 x 1440,144.0,3.0,IPS,16:9,299.99,False,False,Free Sync
BenQ,ZOWIE XL2411P,24.0,1920 x 1080,144.0,1.0,TN,16:9,191.99,False,False,
Samsung,Odyssey G7 LC32G75TQSNXZA,31.5,2560 x 1440,240.0,1.0,VA,16:9,629.99,True,True,Free Sync Premium Pro
Gigabyte,G27Q,27.0,2560 x 1440,144.0,,IPS,16:9,,False,False,Free Sync Premium
Dell,S2721DGF,27.0,2560 x 1440,165.0,1.0,IPS,16:9,499.99,False,True,Free Sync Premium Pro
AOC,24G2,23.8,1920 x 1080,144.0,,IPS,16:9,237.99,False,False,Free Sync
VIOTEK,GFV22CB,22.0,1920 x 1080,144.0,5.0,VA,16:9,129.99,False,True,Free Sync
VIOTEK,GFV24C,24.0,1920 x 1080,144.0,,VA,16:9,,False,False,Free Sync
Acer,VG270U Pbmiipx,27.0,2560 x 1440,144.0,1.0,IPS,16:9,390.0,False,False,Free Sync
Asus,VG278Q,27.0,1920 x 1080,144.0,1.0,TN,16:9,244.98,False,True,Free Sync
Alienware,AW2521HF,24.5,1920 x 1080,240.0,1.0,IPS,16:9,446.95,False,True,Free Sync Premium Pro
Dell,UP3218K,31.5,7680 x 4320,60.0,6.0,IPS,16:9,3999.99,False,False,
Asus,VA24EHE,23.8,1920 x 1080,75.0,,IPS,16:9,109.0,False,False,Free Sync
Samsung,C24RG50,23.5,1920 x 1080,144.0,4.0,VA,16:9,,False,False,Free Sync
AOC,C27G1,27.0,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
LG,27GL650F-B,27.0,1920 x 1080,144.0,1.0,IPS,16:9,246.99,False,True,Free Sync
Acer,K202HQL,19.5,1600 x 900,60.0,5.0,TN,16:9,69.98,False,False,
Asus,ROG Strix XG27UQ,27.0,3840 x 2160,144.0,,IPS,16:9,799.99,False,False,Free Sync
LG,34GK950F-B,34.0,3440 x 1440,144.0,1.0,IPS,21:9,769.0,True,False,Free Sync
LG,24GL600F-B,23.6,1920 x 1080,144.0,1.0,TN,16:9,179.99,False,False,Free Sync
LG,27GN750-B,27.0,1920 x 1080,240.0,1.0,IPS,16:9,396.99,False,True,Free Sync
Samsung,C27JG56,27.0,2560 x 1440,144.0,4.0,VA,16:9,309.94,True,False,Free Sync
Acer,VG270 Pbiip,27.0,1920 x 1080,144.0,,IPS,16:9,204.98,False,False,Free Sync
MSI,Optix G27C4,27.0,1920 x 1080,165.0,,VA,16:9,231.99,True,False,Free Sync
Sceptre,E255B-1658A,24.5,1920 x 1080,165.0,1.0,TN,16:9,,False,False,Free Sync
Asus,ROG Strix XG279Q,27.0,2560 x 1440,170.0,1.0,IPS,16:9,629.99,False,True,Free Sync
Samsung,Odyssey G9 C49G97T,48.8,5120 x 1440,240.0,1.0,VA,32:9,1249.99,True,True,Free Sync Premium Pro
AOC,24G2U/BK,24.0,1920 x 1080,144.0,,IPS,16:9,,False,False,Free Sync
Asus,ROG SWIFT PG35VQ,35.0,3440 x 1440,200.0,2.0,VA,21:9,3398.99,True,False,G sync Ultimate
BenQ,GL2480,24.0,1920 x 1080,75.0,1.0,TN,16:9,117.98,False,False,
MSI,Optix G24C,23.6,1920 x 1080,144.0,1.0,VA,16:9,199.99,True,False,Free Sync
Acer,XF240H,24.0,1920 x 1080,144.0,1.0,TN,16:9,169.99,False,True,Free Sync
MSI,Optix MAG321CQR,31.5,2560 x 1440,144.0,1.0,VA,16:9,393.85,True,False,Free Sync
MSI,Optix G241VC,23.6,1920 x 1080,75.0,1.0,VA,16:9,,True,False,
ViewSonic,VX2768-2KPC-MHD,27.0,2560 x 1440,144.0,,VA,16:9,229.99,True,False,Free Sync Premium
AOC,G2490VX,23.8,1920 x 1080,144.0,1.0,VA,16:9,179.99,False,True,Free Sync Premium
Asus,VG248QE,24.0,1920 x 1080,144.0,1.0,,16:9,,False,False,
Acer,Nitro VG240Y bmiix,23.8,1920 x 1080,75.0,1.0,IPS,16:9,159.99,False,False,Free Sync
Acer,XV272U Pbmiiprzx,27.0,2560 x 1440,144.0,1.0,IPS,16:9,446.77,False,True,Free Sync
Asus,ProArt PQ22UC,21.6,3840 x 2160,60.0,1.0,OLED,16:9,3959.49,False,False,
Asus,VP28UQG,28.0,3840 x 2160,60.0,1.0,TN,16:9,252.62,False,False,
Alienware,AW2720HF,27.0,1920 x 1080,240.0,1.0,IPS,16:9,497.0,False,True,Free Sync
LG,34GN850-B,34.0,3440 x 1440,160.0,1.0,IPS,21:9,996.99,True,True,Free Sync
Westinghouse,WM32DX9019,31.5,2560 x 1440,144.0,,VA,16:9,244.98,False,False,Free Sync
MSI,Optix MAG272CRX,27.0,1920 x 1080,240.0,1.0,VA,16:9,319.99,True,False,Free Sync
Sceptre,C305B-200UN,30.0,2560 x 1080,200.0,5.0,VA,21:9,,True,False,Free Sync
Gigabyte,G34WQC,34.0,3440 x 1440,144.0,,VA,21:9,399.99,False,False,Free Sync Premium
Asus,VG245H,24.0,1920 x 1080,75.0,1.0,TN,16:9,162.99,False,False,Free Sync
Gigabyte,G32QC,31.5,2560 x 1440,165.0,,,16:9,319.99,False,False,Free Sync Premium Pro
BenQ,GW2283,21.5,1920 x 1080,60.0,5.0,IPS,16:9,99.99,False,False,
Acer,XFA240 bmjdpr,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,True,Free Sync
Dell,S3220DGF,31.5,2560 x 1440,165.0,5.0,VA,16:9,329.99,True,False,Free Sync Premium Pro
Asus,VP228QG,21.5,1920 x 1080,75.0,1.0,TN,16:9,109.98,False,False,Free Sync
VIOTEK,GFT27DB,27.0,2560 x 1440,144.0,1.0,TN,16:9,,False,False,Free Sync
Alienware,AW3420DW,34.1,3440 x 1440,120.0,2.0,IPS,21:9,1012.71,True,False,G sync
LG,UltraGear 38GN950-B,38.0,3840 x 1600,160.0,1.0,IPS,12:5,3015.0,True,True,Free Sync
MSI,Optix G271,27.0,1920 x 1080,144.0,,IPS,16:9,249.83,False,False,Free Sync
Samsung,C49RG9,49.0,5120 x 1440,120.0,4.0,VA,32:9,999.99,True,False,Free Sync
ViewSonic,VX2458-C-MHD,23.6,1920 x 1080,144.0,,VA,16:9,159.99,True,False,Free Sync
Asus,ROG SWIFT PG27UQ,27.0,3840 x 2160,144.0,4.0,IPS,16:9,1689.99,False,False,G sync Ultimate
MSI,Optix G27C2,27.0,1920 x 1080,144.0,1.0,VA,16:9,279.0,True,False,Free Sync
Samsung,LC27RG50FQNXZA,27.0,1920 x 1080,240.0,4.0,VA,16:9,269.99,True,True,
LG,24M47VQ,24.0,1920 x 1080,60.0,2.0,TN,16:9,139.99,False,False,
Asus,PG279Q ROG Swift,27.0,2560 x 1440,165.0,4.0,IPS,16:9,869.95,False,False,G sync
AOC,CQ27G1,27.0,2560 x 1440,144.0,,VA,16:9,418.99,True,False,Free Sync
AOC,27G2,27.0,1920 x 1080,144.0,,IPS,16:9,,False,True,Free Sync
MSI,Optix MAG272CQR,27.0,2560 x 1440,165.0,1.0,VA,16:9,395.99,True,False,Free Sync
Alienware,AW2518H,24.5,1920 x 1080,240.0,1.0,TN,16:9,799.99,False,False,G sync
ViewSonic,VX2458-mhd,23.6,1920 x 1080,144.0,5.0,TN,16:9,169.17,False,False,Free Sync
Pixio,PXC243,23.6,1920 x 1080,144.0,3.0,VA,16:9,209.94,True,False,Free Sync
MSI,Optix MPG341CQR,34.0,3440 x 1440,144.0,1.0,VA,21:9,779.99,True,False,Free Sync
LG,25UM58-P,25.0,2560 x 1080,60.0,5.0,IPS,21:9,149.99,False,False,
MSI,Optix G32C4,31.5,1920 x 1080,165.0,1.0,VA,16:9,269.99,True,False,Free Sync
AOC,U2790VQ,27.0,3840 x 2160,60.0,5.0,IPS,16:9,244.48,False,False,
Asus,TUF Gaming VG27AQL1A,27.0,2560 x 1440,170.0,,IPS,16:9,473.82,False,True,Free Sync
LG,32GK850F-B,32.0,2560 x 1440,144.0,1.0,VA,16:9,545.99,False,False,Free Sync
Asus,VG279Q,27.0,1920 x 1080,144.0,,IPS,16:9,289.99,False,False,Free Sync
AOC,E2270SWHN,21.5,1920 x 1080,60.0,5.0,TN,16:9,170.58,False,False,
AOC,CQ32G1,31.5,2560 x 1440,144.0,1.0,VA,16:9,,True,False,Free Sync
LG,27GN850-B,27.0,2560 x 1440,144.0,1.0,IPS,16:9,399.99,False,False,Free Sync
Asus,TUF GAMING VG32VQ,31.5,2560 x 1440,144.0,1.0,VA,16:9,436.98,True,False,Free Sync
Samsung,C24F390,24.0,1920 x 1080,60.0,4.0,VA,16:9,109.99,True,False,Free Sync
AOC,CU34G2X/BK,34.0,3440 x 1440,144.0,,VA,21:9,599.99,True,False,Free Sync
BenQ,GW2480,23.8,1920 x 1080,60.0,5.0,IPS,16:9,117.98,False,False,
Samsung,S24R350,23.8,1920 x 1080,75.0,5.0,IPS,16:9,99.99,False,False,Free Sync
Asus,VP249QGR,23.8,1920 x 1080,144.0,4.0,IPS,16:9,268.99,False,False,Free Sync
MSI,Optix MAG251RX,24.5,1920 x 1080,240.0,1.0,IPS,16:9,359.99,False,True,Free Sync
Asus,VG258QR,24.5,1920 x 1080,165.0,0.5,TN,16:9,258.95,False,True,Free Sync
Pixio,PX248 Prime,24.0,1920 x 1080,144.0,,IPS,16:9,179.94,False,False,Free Sync Premium
Asus,TUF Gaming VG27BQ,27.0,2560 x 1440,165.0,0.4,TN,16:9,399.0,False,False,G sync
LG,24MP59G-P,23.8,1920 x 1080,75.0,5.0,IPS,16:9,143.66,False,False,Free Sync
Acer,Predator X27 Pbmiphzx,27.0,3840 x 2160,144.0,4.0,IPS,16:9,1799.99,False,False,G sync
Asus,TUF GAMING VG27WQ,27.0,2560 x 1440,165.0,,VA,16:9,364.98,True,False,Free Sync
AOC,G2590FX,24.5,1920 x 1080,144.0,1.0,TN,16:9,214.99,False,True,Free Sync
Sceptre,C325B-185RD,31.5,1920 x 1080,185.0,3.0,VA,16:9,319.77,True,False,Free Sync
AOC,24B2XH,23.8,1920 x 1080,75.0,8.0,IPS,16:9,99.99,False,False,
Samsung,CHG90,49.0,3840 x 1080,144.0,1.0,VA,32:9,749.99,True,False,Free Sync
HP,W2072a (A3M50AA#ABA),20.0,1600 x 900,60.0,5.0,,16:9,,False,False,
LG,32GK650F-B,32.0,2560 x 1440,144.0,5.0,VA,16:9,388.0,False,False,Free Sync
Dell,S2716DG,27.0,2560 x 1440,144.0,1.0,TN,16:9,589.99,False,False,G sync
Acer,KG241Q Pbiip,23.6,1920 x 1080,144.0,1.0,TN,16:9,199.99,False,False,Free Sync
HP,OMEN X 27,27.0,2560 x 1440,240.0,,TN,16:9,559.99,False,False,Free Sync Premium Pro
Asus,VA27EHE,27.0,1920 x 1080,75.0,,IPS,16:9,147.99,False,False,Free Sync
Razer,RAPTOR 27,27.0,2560 x 1440,144.0,,IPS,16:9,699.99,False,True,Free Sync
LG,27GK750F-B,27.0,1920 x 1080,240.0,1.0,TN,16:9,326.18,False,True,Free Sync
Asus,ROG Swift PG43UQ,43.0,3840 x 2160,144.0,,VA,16:9,,False,True,Free Sync
BenQ,XL2546,24.5,1920 x 1080,240.0,1.0,TN,16:9,469.0,False,False,
Sceptre,E248W-19203R,23.8,1920 x 1080,75.0,14.0,TN,16:9,104.68,False,False,
Asus,ProArt Display PA278QV,27.0,2560 x 1440,75.0,5.0,IPS,16:9,294.99,False,False,Free Sync
Asus,VS228H-P,21.5,1920 x 1080,,5.0,,16:9,99.99,False,False,
AOC,C27G2,27.0,1920 x 1080,165.0,,VA,16:9,279.99,True,False,Free Sync Premium
LG,27UL500-W,27.0,3840 x 2160,60.0,5.0,IPS,16:9,349.99,False,False,Free Sync
Acer,XV240Y Pbmiiprx,23.8,1920 x 1080,165.0,,IPS,16:9,179.99,False,False,Free Sync
AOC,27B1H,27.0,1920 x 1080,60.0,,IPS,16:9,129.99,False,False,
Acer,XV273K Pbmiipphzx,27.0,3840 x 2160,144.0,1.0,IPS,16:9,919.99,False,True,Free Sync
Acer,Nitro VG272 Xbmiipx,27.0,1920 x 1080,240.0,0.1,IPS,16:9,449.99,False,True,Free Sync
ViewSonic,ELITE XG270QG,27.0,2560 x 1440,165.0,1.0,IPS,16:9,509.99,False,False,G sync
AOC,CQ27G2U/BK,27.0,2560 x 1440,144.0,,VA,16:9,,True,False,Free Sync
HP,P204,19.5,1600 x 900,60.0,,TN,16:9,108.95,False,False,
HP,OMEN X Emperium 65,65.0,3840 x 2160,144.0,4.0,VA,16:9,3199.0,False,False,G sync Ultimate
Acer,PREDATOR X35 bmiphzx,35.0,3440 x 1440,200.0,2.0,VA,21:9,2428.98,True,False,G sync Ultimate
BenQ,GL2780,27.0,1920 x 1080,75.0,1.0,TN,16:9,144.98,False,False,
MSI,Optix MAG272CR,27.0,1920 x 1080,165.0,1.0,VA,16:9,279.99,True,False,Free Sync
LG,24MK430H-B,23.8,1920 x 1080,75.0,5.0,IPS,16:9,109.0,False,False,Free Sync
Sceptre,C248W-1920RN,23.6,1920 x 1080,75.0,5.0,VA,16:9,205.06,True,False,
Lenovo,L24q-30,23.8,2560 x 1440,75.0,,IPS,16:9,154.99,False,False,Free Sync
Lenovo,E2054,19.5,1440 x 900,60.0,14.0,IPS,16:10,76.06,False,False,
BenQ,GL2460HM,24.0,1920 x 1080,60.0,2.0,TN,16:9,119.99,False,False,
Asus,ROG STRIX XG32VQR,32.0,2560 x 1440,144.0,4.0,VA,16:9,730.76,True,False,Free Sync
Asus,TUF GAMING VG259Q,24.5,1920 x 1080,144.0,,IPS,16:9,313.82,False,True,Free Sync
Xiaomi,XM700001,34.0,3440 x 1440,144.0,4.0,VA,21:9,,False,False,Free Sync Premium
Acer,Nitro XZ272U Pbmiiphx,27.0,2560 x 1440,165.0,4.0,VA,16:9,289.98,True,False,Free Sync
LG,34GP83A-B,34.0,3440 x 1440,144.0,1.0,IPS,21:9,799.99,True,True,Free Sync Premium
Alienware,AW2518HF,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,Free Sync
MSI,Optix MAG301CR,30.0,2560 x 1080,200.0,,VA,21:9,349.99,True,False,Free Sync
Samsung,U28E590D,28.0,3840 x 2160,60.0,1.0,TN,16:9,423.03,False,False,
ViewSonic,VS2210-h,21.5,1920 x 1080,75.0,5.0,IPS,16:9,89.99,False,False,
Asus,ROG Strix XG49VQ,49.0,3840 x 1080,144.0,4.0,VA,32:9,899.0,True,False,Free Sync
Samsung,C27HG70,26.9,2560 x 1440,144.0,1.0,VA,16:9,414.99,True,False,Free Sync Premium Pro
Acer,V277U,27.0,2560 x 1440,75.0,4.0,IPS,16:9,229.0,False,False,Free Sync
VIOTEK,GNV34DBE,34.0,3440 x 1440,144.0,4.0,VA,21:9,,True,True,Free Sync Premium
ViewSonic,VX2758-P-MHD,27.0,1920 x 1080,144.0,1.0,TN,16:9,219.99,False,False,Free Sync
Pixio,PX247,23.8,1920 x 1080,144.0,,IPS,16:9,179.94,False,False,Free Sync
Acer,Predator XB272 bmiprz,27.0,1920 x 1080,240.0,1.0,TN,16:9,598.49,False,False,G sync
Samsung,LC27JG50QQNZA,27.0,2560 x 1440,144.0,4.0,VA,16:9,,True,False,
BenQ,XL2540,24.5,1920 x 1080,240.0,1.0,TN,16:9,798.98,False,True,Free Sync
Samsung,CF398,27.0,1920 x 1080,60.0,4.0,VA,16:9,149.99,True,False,Free Sync
HP,27xq,27.0,2560 x 1440,144.0,1.0,TN,16:9,320.45,False,False,Free Sync
Gigabyte,AORUS FI27Q-P,27.0,2560 x 1440,165.0,,IPS,16:9,529.99,False,True,Free Sync
Samsung,LU32J590UQNXZA,32.0,3840 x 2160,60.0,4.0,VA,16:9,269.99,False,False,Free Sync
Asus,ROG Strix XG248Q,23.8,1920 x 1080,240.0,1.0,TN,16:9,,False,True,Free Sync
Asus,TUF Gaming VG289Q,28.0,3840 x 2160,60.0,5.0,IPS,16:9,421.98,False,False,Free Sync
BenQ,XL2411,24.0,1920 x 1080,144.0,1.0,TN,16:9,199.0,False,False,
Asus,TUF Gaming VG27VQ,27.0,1920 x 1080,165.0,,VA,16:9,299.49,True,False,Free Sync
Alienware,AW5520QF,55.0,3840 x 2160,120.0,0.5,OLED,16:9,,False,True,Free Sync
Samsung,U28R550,28.0,3840 x 2160,60.0,4.0,IPS,16:9,259.99,False,False,Free Sync
LG,38GL950G-B,37.5,3840 x 1600,175.0,,IPS,12:5,1596.99,True,False,G sync
AOC,Q27G2U/BK,27.0,2560 x 1440,144.0,,VA,16:9,,False,False,Free Sync
Lenovo,L22e-20,21.5,1920 x 1080,60.0,4.0,VA,16:9,74.99,False,False,
LG,34GL750-B,34.0,2560 x 1080,144.0,5.0,IPS,21:9,674.94,True,True,Free Sync
Sceptre,E205W-1600,20.0,1600 x 900,60.0,5.0,TN,16:9,76.98,False,False,
Samsung,C32JG56,32.0,2560 x 1440,144.0,4.0,VA,16:9,304.98,True,False,Free Sync
iiyama,G-MASTER BLACK HAWK,24.5,1920 x 1080,75.0,1.0,TN,16:9,248.92,False,False,Free Sync
LG,24MK600M-B,24.0,1920 x 1080,75.0,5.0,IPS,16:9,148.99,False,False,Free Sync
Dell,S2417DG,23.8,2560 x 1440,165.0,1.0,TN,16:9,469.88,False,False,G sync
iiyama,G-MASTER BLACK HAWK,21.5,1920 x 1080,75.0,1.0,TN,16:9,159.3,False,False,Free Sync
Acer,XG270HU,27.0,2560 x 1440,144.0,1.0,TN,16:9,279.99,False,True,Free Sync
MSI,Optix MAG341CQ,34.0,3440 x 1440,100.0,8.0,VA,21:9,379.99,True,False,Free Sync
LG,27QN600-B,27.0,2560 x 1440,75.0,5.0,IPS,16:9,246.99,False,False,Free Sync
Acer,VG240Y Pbiip,23.8,1920 x 1080,144.0,,IPS,16:9,499.99,False,False,Free Sync
Acer,UM.WV6AA.B01,21.5,1920 x 1080,60.0,5.0,TN,16:9,109.0,False,False,
Acer,XB271HU bmiprz,27.0,2560 x 1440,165.0,4.0,IPS,16:9,549.0,False,False,G sync
iiyama,G-MASTER RED EAGLE,27.0,2560 x 1440,144.0,1.0,TN,16:9,486.26,False,False,Free Sync
HP,VH240a,23.8,1920 x 1080,60.0,5.0,IPS,16:9,124.99,False,False,
Acer,Predator X34,34.0,3440 x 1440,100.0,4.0,IPS,21:9,1599.0,True,False,G sync
AOC,C27G2ZE/BK,27.0,1920 x 1080,240.0,,VA,16:9,,True,False,Free Sync Premium
BenQ,EX2780Q,27.0,2560 x 1440,144.0,5.0,IPS,16:9,449.99,False,False,Free Sync
ViewSonic,ELITE XG270,27.0,1920 x 1080,240.0,1.0,IPS,16:9,399.99,False,True,Free Sync
VIOTEK,GFI27QXA,27.0,3840 x 2160,144.0,5.0,IPS,16:9,599.99,False,True,Free Sync
ViewSonic,VA1903H,18.5,1366 x 768,60.0,5.0,TN,16:9,79.94,False,False,
BenQ,EL2870U,28.0,3840 x 2160,60.0,1.0,TN,16:9,299.99,False,False,Free Sync
Asus,ROG Strix XG438Q,43.0,3840 x 2160,120.0,4.0,VA,16:9,1099.0,False,False,Free Sync
LG,27BK400H-B,27.0,1920 x 1080,75.0,2.0,TN,16:9,149.99,False,False,Free Sync
Asus,ROG Swift PG258Q,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,False,G sync
Acer,ED322QR Pbmiipx,31.5,1920 x 1080,144.0,4.0,VA,16:9,197.99,False,False,Free Sync
Acer,ED270R PBIIPX,27.0,1920 x 1080,165.0,5.0,VA,16:9,209.99,True,False,Free Sync
HP,Omen 27i,27.0,2560 x 1440,165.0,,IPS,16:9,379.99,False,True,Free Sync
Acer,ED273 Abidpx,27.0,1920 x 1080,144.0,4.0,VA,16:9,277.0,True,True,Free Sync
LG,38WN95C-W,38.0,3840 x 1600,144.0,1.0,IPS,12:5,1599.99,True,True,Free Sync Premium Pro
Gigabyte,AORUS CV27Q-SA,27.0,2560 x 1440,165.0,,VA,16:9,399.99,True,False,Free Sync
Lenovo,Legion Y27q-20,27.0,2560 x 1440,165.0,,IPS,16:9,399.99,False,True,Free Sync
Pixio,PX329,31.5,2560 x 1440,165.0,5.0,VA,16:9,299.99,False,False,Free Sync
HP,V270,27.0,1920 x 1080,60.0,5.0,IPS,16:9,139.99,False,False,
LG,22BK430H-B,21.5,1920 x 1080,60.0,5.0,IPS,16:9,99.99,False,False,Free Sync
Gigabyte,AORUS FI27Q-SA,27.0,2560 x 1440,165.0,,IPS,16:9,439.99,False,True,Free Sync
HP,22cwa,21.5,1920 x 1080,60.0,7.0,IPS,16:9,84.99,False,False,
Acer,Predator XB271HUA,27.0,2560 x 1440,165.0,1.0,TN,16:9,,False,False,G sync
HP,Omen 25,24.5,1920 x 1080,144.0,,TN,16:9,209.99,False,False,Free Sync
Acer,R240HY bidx,23.8,1920 x 1080,60.0,4.0,IPS,16:9,129.99,False,False,
MSI,Optix G32CQ4,31.5,2560 x 1440,165.0,4.0,VA,16:9,309.99,False,False,Free Sync
Samsung,UR59C,32.0,3840 x 2160,60.0,4.0,VA,16:9,349.99,True,False,
Dell,SE2719H,27.0,1920 x 1080,60.0,5.0,IPS,16:9,154.99,False,False,
Samsung,C32HG70,31.5,2560 x 1440,144.0,1.0,VA,16:9,529.99,True,False,Free Sync
Monoprice,138035,35.0,3440 x 1440,120.0,4.0,VA,21:9,399.99,False,False,Free Sync
Acer,GN246HL,24.0,1920 x 1080,144.0,1.0,TN,16:9,,False,False,
Asus,TUF Gaming VG328H1B,31.5,1920 x 1080,165.0,,VA,16:9,249.99,False,False,Free Sync
LG,27UK650-W,27.0,3840 x 2160,60.0,5.0,IPS,16:9,496.99,False,False,Free Sync
Acer,Predator X34,34.0,3440 x 1440,120.0,4.0,IPS,21:9,859.94,True,False,G sync
Asus,VA229HR,21.5,1920 x 1080,75.0,5.0,IPS,16:9,99.0,False,False,
Asus,MG248QR,24.0,1920 x 1080,144.0,1.0,TN,16:9,243.64,False,False,Free Sync
Asus,ROG Strix XG258Q,24.5,1920 x 1080,240.0,1.0,TN,16:9,,False,True,Free Sync
LG,34UM69G-B,34.0,2560 x 1080,75.0,1.0,IPS,21:9,326.99,False,False,Free Sync
Dell,DHSE2417HGX,23.6,1920 x 1080,75.0,1.0,TN,16:9,140.19,False,False,Free Sync
MSI,Optix MAG272C,27.0,1920 x 1080,165.0,1.0,VA,16:9,704.94,False,False,Free Sync
Samsung,LS24F354FHNXZA,23.5,1920 x 1080,60.0,4.0,PLS,16:9,99.99,False,False,Free Sync
Acer,XV340CK Pbmiipphzx,34.0,3440 x 1440,144.0,,IPS,21:9,1142.99,False,False,Free Sync
Dell,P2419H,23.8,1920 x 1080,60.0,5.0,IPS,16:9,165.89,False,False,
LG,32UD59-B,32.0,3840 x 2160,60.0,5.0,VA,16:9,326.99,False,False,Free Sync
BenQ,PD2700U,27.0,3840 x 2160,60.0,5.0,IPS,16:9,499.0,False,False,
Sceptre,C355W-3440UN,35.0,3440 x 1440,100.0,4.0,VA,21:9,,True,False,Free Sync
MSI,OPTIX MAG271CQR,27.0,2560 x 1440,144.0,1.0,VA,16:9,,True,False,Free Sync
Sceptre,E275W-1920,27.0,1920 x 1080,60.0,5.0,,16:9,,False,False,
Acer,Predator XB241YU,23.8,2560 x 1440,165.0,1.0,TN,16:9,449.99,False,False,G sync
Acer,VG271 Pbmiipx,27.0,1920 x 1080,144.0,1.0,IPS,16:9,299.0,False,False,Free Sync
AOC,27G2U/BK,27.0,1920 x 1080,144.0,,IPS,16:9,393.0,False,True,Free Sync Premium
Samsung,LC32F391FWNXZA,32.0,1920 x 1080,60.0,4.0,VA,16:9,249.99,True,False,Free Sync
AOC,C32G1,31.5,1920 x 1080,144.0,1.0,VA,16:9,,True,False,Free Sync
Acer,V206WQL b,19.5,1440 x 900,60.0,5.0,IPS,16:10,85.99,False,False,
Acer,VG271U Pbmiipx,27.0,2560 x 1440,144.0,1.0,IPS,16:9,488.0,False,False,Free Sync
LG,24UD58-B,23.8,3840 x 2160,60.0,5.0,IPS,16:9,299.99,False,False,Free Sync
Samsung,S22E450D,21.5,1920 x 1080,60.0,5.0,TN,16:9,89.99,False,False,
Sceptre,C275B-144RN,27.0,1920 x 1080,144.0,3.0,VA,16:9,395.55,True,False,Free Sync
Acer,ED323QUR Abidpx,31.5,2560 x 1440,144.0,4.0,VA,16:9,319.99,True,False,Free Sync
