brand,model,chipset,memory,core_clock,boost_clock,color,length,price
Gigabyte,GV-N750OC-2GL,GeForce GTX 750,2,1059,1137,Black,175,
Gigabyte,GV-R9295X2-8GD-B,Radeon R9 295X2,8,947,1018,Black / Silver,,
Gigabyte,GV-N980D5-4GD-B,GeForce GTX 980,4,1127,1216,Black / Silver,267,
XFX,Core Edition,Radeon R5 230,1,625,,Black / Red,172,
AMD,FirePro R5000,FirePro R5000,2,825,,Black / Red,279,
ATI,FirePro V8750,FirePro V8750,2,750,,Black / Red,254,199.98
MSI,N720-2GD5HLP,GeForce GT 720,2,797,,Black,146,
Zotac,AMP Omega Core,GeForce GTX 970,4,1152,1304,Black,280,
Lenovo,0B47075,Quadro 410,0.5,706,,Black / Green,176,
Sapphire,Tri-X,Radeon R9 290X,4,1040,,Black / Orange,305,
Sapphire,Tri-X,Radeon R9 290X,8,1020,,Black / Orange,305,
KFA2,EX,GeForce GTX 960,2,1266,1329,Black,271,
Gigabyte,SOC,Radeon R9 390X,8,1050,1060,Black,234,
Asus,R9390-DC2-8GD5,Radeon R9 390,8,1000,,Black / Red,287,
PowerColor,PCS+,Radeon R7 370,2,985,,Black / Red,220,
Gigabyte,GV-R9FURYX-4GD-B 1.0,Radeon R9 Fury X,4,1050,,Black / Red,195,
MSI,GTX 960 4GD5T Titanium OC,GeForce GTX 960,4,1178,1241,Black / Silver,273,
MSI,SEA HAWK,GeForce GTX 980 Ti,6,1190,1291,Black / Silver,270,
Sapphire,NITRO,Radeon R7 370,2,985,,Black / Silver,170,
Asus,GTX950-OC-2GD5,GeForce GTX 950,2,1076,1279,White / Blue,210,
XFX,DD,Radeon RX 460,2,1090,1220,Black / Red,238,
Asus,DUAL,Radeon RX 460,2,1090,1220,White / Blue,204,
GALAX,HOF Limited Edition,GeForce GTX 1070,8,1657,1860,White,330,
MSI,QUICK SILVER,GeForce GTX 1070,8,1506,1721,Black / Silver,279,
Inno3D,Founders Edition,GeForce GTX 1080 Ti,11,1480,1584,Black / Silver,267,
XFX,RX-550P4TFG5,Radeon RX 550 - 512,4,1100,1203,Black / Red,170,
EVGA,SC2 ELITE GAMING,GeForce GTX 1080 Ti,11,1556,1670,Green / Black,267,
EVGA,01G-P3-3730-KR,GeForce GT 730,1,902,,Black,145,
Inno3D,GAMING OC,GeForce RTX 2080,8,1515,,Black / Yellow,272,
KFA2,60NRJ7DSX1PK,GeForce RTX 2060,6,1365,1680,Black,268,
KFA2,EX,GeForce GTX 1660,6,1530,1845,Black,233,
Inno3D,JET,GeForce RTX 2080 SUPER,8,1650,1815,Black,268,
Gigabyte,XTREME Rev 2.0,GeForce RTX 2060,6,1365,1845,Black,290,
EVGA,768-P3-1360-RX,GeForce GTX 460,0.75,675,,,209,447.00
EVGA,01G-P3-1303-KR,GeForce 8400 GS,1,520,,Black / Green,158,199.95
ATI,FirePro V8800,FirePro V8800,2,825,,Black / Red,267,147.36
Galaxy,57NKH3DH5PXK,GeForce GTX 570,1.25,800,,Black / Blue,252,554.59
EVGA,04G-P4-3685-KR,GeForce GTX 680,4,1006,,Black / Silver,266,1161.58
Sparkle,700001,GeForce GTX 670,2,915,,Black / Blue,242,547.50
MSI,WAVE,Radeon RX VEGA 64,8,1406,1677,Silver / Red,283,
Gigabyte,GV-N450D3-1GI,GeForce GTS 450,1,783,,,223,
Galaxy,56NGH6HS3KXZ,GeForce GTX 560,1,810,,Black,209,367.59
XFX,GT640NCDF3,GeForce GT 640,2,900,,Black / Silver,156,244.59
Asus,GTX650TI-DC2O-1GD5,GeForce GTX 650 Ti,1,954,,Black / Red,274,366.59
Sparkle,700005,GeForce GT 630,4,810,,Black / White,,
XFX,FX-797A-TDKC,Radeon HD 7970,3,925,,Black / Silver,274,
Gigabyte,GV-R7265WF2OC-2GD,Radeon R7 265,2,1008,1036,Black / Silver,254,
ATI,FirePro W5000,FirePro W5000,2,825,,Black / Red,191,182.25
XFX,DD,Radeon R9 380,4,990,,Black / Silver,234,420.00
Gigabyte,GV-N480D5-15I-B,GeForce GTX 480,1.5,700,,Black / Blue,,
Gigabyte,GV-R577UD-1GD,Radeon HD 5770,1,850,,Black / Blue,,
Sapphire,100282-3SR,Radeon HD 5850,1,725,,Black / Blue,,
Gigabyte,GV-N570D5-13I-B,GeForce GTX 570,1.25,732,,Black / Green,,
Asus,EAH6870 DC/2DI2S/1GD5,Radeon HD 6870,1,915,,Black / Red,276,
Sapphire,100315TXSR,Radeon HD 6850,1,820,,Black / Blue,,
PowerColor,AX4650 1GBK3-H,Radeon HD 4650,1,600,,Black / Red,,
Asus,EAH5770 CuCore/2DI/1GD5,Radeon HD 5770,1,850,,Black,228,
VisionTek,900352,Radeon HD 6950,2,800,,,,
XFX,HD-577X-ZNFC,Radeon HD 5770,1,850,,Black / Red,215,
MSI,VR5570-MD1G,Radeon HD 5570,1,650,,Black / Silver,167,
PowerColor,AX5850 1GBD5-DH,Radeon HD 5850,1,725,,,264,
EVGA,015-P3-1582-AR,GeForce GTX 580,1.5,797,,Black / Green,,
EVGA,01G-P3-1465-AR,GeForce GTX 465,1,607,,Black / Silver,241,
MSI,CYCLONE,GeForce GTX 460,0.75,675,,Black,,
Sparkle,SXX4701280D5-NM,GeForce GTX 470,1.25,607,,Black / Blue,,
Asus,ENGT430/DI/1GD3,GeForce GT 430,1,700,,Black / Blue,160,
Asus,ENGTS450/DI/1GD5,GeForce GTS 450,1,810,,Black / Red,199,
EVGA,128-P2-N428-LR,GeForce 7200 GS,0.5,450,,Black / Green,,
VisionTek,900322,Radeon HD 5870,2,,,Black / Red,,
PowerColor,AX6950 1GBD5-2DH,Radeon HD 6950,1,800,,Black / Red,,
Gigabyte,GV-R699D5-4GD-B,Radeon HD 6990,4,830,,,317,
Sapphire,100314TXSR,Radeon HD 6870,1,970,,,,
XFX,HD-667X-ZHF3,Radeon HD 6670,1,800,,Black,149,
MSI,TWIN FROZR II,GeForce GTX 560,1,870,,Black / Silver,,
EVGA,03G-P3-1596-AR,GeForce GTX 590,3,630,,Black,279,
PowerColor,AX6670 1GBK3-H,Radeon HD 6670,1,800,,Black / Red,,
XFX,HD-687A-ZHFC,Radeon HD 6870,1,900,,Black / Silver,219,
Diamond,A4890PE51G,Radeon HD 4890,1,850,,,,
Gigabyte,GV-R667D3-1GI,Radeon HD 6670,1,800,,Black / Blue,210,
Zotac,ZT-50709-10M,GeForce GTX 560,2,820,,Black / Orange,236,
Zotac,ZT-50608-10L,GeForce GT 520,0.5,810,,Black / Orange,167,
Gigabyte,GV-R797D5-3GD-B,Radeon HD 7970,3,925,,Black / Red,285,
XFX,HD-687A-CDFC,Radeon HD 6870,2,900,,,261,
HIS,H645H2GD1,Radeon HD 6450,2,625,,Black / Blue,182,
MSI,N460GTX-M2D1GD5/OC2,GeForce GTX 460 SE,1,810,,,222,
PowerColor,AX7870 2GBD5-2DHPP,Radeon HD 7870,2,1100,,Black / Silver,241,
MSI,LIGHTNING,Radeon HD 7970,3,1070,,Black / Yellow,304,
EVGA,04G-P4-2692-KR,GeForce GTX 690,4,915,,Black / Silver,279,
EVGA,01G-P3-2621-KR,GeForce GT 620,1,700,,Black / Green,144,
MSI,TWIN FROZR II,GeForce GTX 570,1.25,732,,Black / Silver,267,
Asus,HD7850-DC2T-2GD5-V2,Radeon HD 7850,2,1000,,Black / Red,274,
EVGA,02G-P4-2687-KR,GeForce GTX 680,2,1097,,Black / Silver,254,
EVGA,01G-P3-1464-KR,GeForce GTX 560 SE,1,776,,Black / Yellow,209,
Zotac,ZT-60802-10P,GeForce GTX 660 Ti,2,928,,Black / Orange,191,
Asus,HD7750-DCSL-1GD5,Radeon HD 7750,1,800,,Black / Red,198,
Galaxy,64TPF8HX6FTZ,GeForce GT 640,2,950,,,144,238.59
EVGA,01G-P3-2625-KR,GeForce GT 620,1,700,,Black,144,
Sapphire,100352VXSR,Radeon HD 7950,3,950,,Black / Silver,275,
Zotac,ZT-60302-10P,GeForce GTX 670,2,1098,,Black / Orange,254,833.59
EVGA,03G-P4-3661-KR,GeForce GTX 660 Ti,3,915,,Black / Silver,241,
EVGA,02G-P4-3653-KR,GeForce GTX 650 Ti,2,1071,,Black,152,
EVGA,02G-P4-3651-KR,GeForce GTX 650 Ti,2,928,,Black,152,
HIS,H785F1G2M,Radeon HD 7850,1,860,,Black / Blue,230,
EVGA,02G-P4-2663-KR,GeForce GTX 660,2,1072,,Black / Silver,241,
EVGA,02G-P4-3677-KR,GeForce GTX 670,2,1006,,Black / Silver,241,
Zotac,ZT-60303-10P,GeForce GTX 670,4,928,,Black / Yellow,240,
Asus,GTX680-DC2-4GD5,GeForce GTX 680,4,1006,,Black / Red,299,
MSI,TWIN FROZR,GeForce GTX 680,2,1006,,Black / Silver,270,974.59
MSI,GTX 650_N650-2GD5_OC,GeForce GTX 650,2,1071,,Black,145,
Sparkle,700021,GeForce GTX 680,2,1124,,Black / Silver,254,
MSI,N650TiTF2GD5/OC BE,GeForce GTX 650 Ti Boost,2,1033,,Black / Silver,234,
EVGA,02G-P4-2668-KR,GeForce GTX 660,2,1072,,Black / Silver,241,
Sapphire,100352-4L,Radeon HD 7950,3,850,,Black / Red,284,
MSI,N650ti-2GD5/OC BE BOOST,GeForce GTX 650 Ti Boost,2,1006,,Black / Blue,219,
Gigabyte,GV-N640OC-2GI Rev2.0,GeForce GT 640,2,900,,Black / Blue,189,
EVGA,03G-P4-2664-KR,GeForce GTX 660,3,980,,Black / Silver,241,
Sapphire,11197-03-40G,Radeon HD 7970,3,950,,Black / Silver,280,
Sapphire,11196-17-40G,Radeon HD 7950,3,860,,Black / Silver,,
Sapphire,Tri-X Toxic,Radeon R9 280X,3,850,,Black / Red,308,
Sapphire,100369-4GL,Radeon R7 240,4,730,,Black / Silver,144,
XFX,R9290AENFC,Radeon R9 290,4,947,,Black / Red,274,
Zotac,ZT-70502-10P,GeForce GTX 780 Ti,3,876,928,Black / Silver,266,
Gigabyte,WINDFORCE,GeForce GTX 780,3,1017,1071,Black,292,
HIS,IceQ X²,Radeon R9 270,2,900,925,Black / Silver,223,
Gigabyte,WINDFORCE,GeForce GTX 780 Ti,3,875,,Black,292,
Gigabyte,GV-N65TOC-2GI REV2.0,GeForce GTX 650 Ti,2,1032,,Black / Blue,200,
PNY,VCGGTX7803XPB-OC,GeForce GTX 780,3,1006,1059,Black / Gold,292,
XFX,FX-799A-6NF9,Radeon HD 7990,6,950,1000,Black / Silver,309,
VisionTek,900653,Radeon R9 290,4,662,947,Black / Red,276,
Sapphire,Tri-X Toxic,Radeon R9 270X,2,1000,1100,Black / Orange,308,
Asus,R7250X-1GD5,Radeon R7 250X,1,1000,,Black / Red,191,
Asus,R7250X-2GD5,Radeon R7 250X,2,1020,,Black / Red,211,
MSI,TWIN FROZR,GeForce GTX 750,1,1085,1163,Black / Red,249,
PNY,Enthusiast Edition,GeForce GTX 750,1,1020,1085,Black,182,
Sapphire,100368DP,Radeon R7 250,1,800,,Black / Silver,154,
Palit,NE5X750S1301-1073F,GeForce GTX 750,1,1085,1163,Black,166,
Club,3D royalKing,Radeon R9 280,3,827,960,Black / Red,,
Club,3D royalQueen,Radeon R9 270X,2,1000,1080,Black,211,
Gigabyte,GV-N75TWF2BK-2GI,GeForce GTX 750 Ti,2,1163,1242,Black / Silver,204,
EVGA,FTW,GeForce GT 740,1,1202,,Black / Silver,153,
MSI,N740-2GD5,GeForce GT 740,2,1006,,Black / Blue,165,
XFX,Core Edition,Radeon R7 250X,2,1000,,Black / Silver,177,
Diamond,R9290XD54GV2,Radeon R9 290X,4,1000,,Black / Blue,309,
Asus,MATRIX,Radeon R9 290X,4,1050,,Black / Red,297,
Asus,MATRIX,GeForce GTX 780 Ti,3,1006,1072,Black / Red,297,
XFX,R7-265A-CNJ4,Radeon R7 265,2,900,925,Black / Silver,198,
Club,3D royalAce,Radeon R9 290,4,1040,,Black / Red,308,
EVGA,ACX,GeForce GTX 760,2,1059,1124,Black / Silver,241,
PNY,VCGGTX9804XPB-CG,GeForce GTX 980,4,1126,1216,Black / Silver,267,
AMD,FirePro 2450,FirePro 2450,0.5,600,,Black / Red,170,98.99
Asus,STRIX,Radeon R9 280,3,980,,Black / Red,285,
MSI,N720-1GD3HLP,GeForce GT 720,1,797,,Black,162,
GALAX,97NPH6DT6XTZ,GeForce GTX 970,4,1050,1178,Black / Green,281,
EVGA,Classified ACX 2.0,GeForce GTX 980,4,1291,1393,Black / Red,280,
Zotac,ZT-71107-10L,GeForce GT 730,1,902,,Black / Silver,,
Zogis,Twin Vortex,GeForce GTX 960,2,1127,1178,Black / Green,,
Zogis,Superclock,GeForce GTX 960,2,1228,1291,Black / Yellow,,
MSI,N740-4GD3,GeForce GT 740,4,1006,,Black / Blue,165,
EVGA,01G-P3-N959,GeForce 9500 GT,1,550,,Black / Green,165,
PNY,XLR8 Elite OC,GeForce GTX 960,2,1304,1367,Black / Yellow,241,
Asus,DirectCU II,Radeon R9 270X,2,1050,1000,Black / Red,272,
MSI,LIGHTNING LE,Radeon R9 290X,4,1080,,Black / Yellow,302,
Zotac,ArcticStorm,GeForce GTX Titan X,12,1026,1114,Black,,
HIS,IceQ X² OC,Radeon R9 390,8,1020,,Gold,297,
XFX,Nano,Radeon R9 Nano,4,1000,,Black / Red,152,
Gigabyte,GV-R938WF2-4GD,Radeon R9 380,4,970,,Black,234,
PowerColor,PCS+,Radeon R7 370,4,985,,Black / Red,220,
MSI,GAMING LE,GeForce GTX 960,2,1152,1216,Black / Red,267,
XFX,R9-390P-8BD6,Radeon R9 390,8,1000,,Black / Red,295,
XFX,DD XXX OC,Radeon R9 380X,4,990,,Black / Silver,234,
EVGA,04G-P4-1976-KR,GeForce GTX 970,4,1140,1279,Black / Silver,242,
Sapphire,100379NTOCSR,Radeon R9 Fury,4,1020,,Black / Silver,307,
Club,3D royalQueen OC,Radeon R9 390,8,1010,,Black / Red,,
XFX,R9-PROD-8VRW,Radeon Pro Duo,8,1000,,Black / Red,281,
HIS,HS-480R8FSNR,Radeon RX 480,8,1120,1266,Black / Red,242,
XFX,Triple Dissipation,Radeon RX 470,4,926,1226,Black,240,
VisionTek,900905,Radeon RX 470,4,926,1206,Black / Red,242,
PNY,VCQP6000SYNC-PB,Quadro P6000,24,1417,1531,Black / Green,267,
GALAX,OC,GeForce GTX 1070,8,1518,1708,Silver,195,
EVGA,FTW DT GAMING,GeForce GTX 1060 6GB,6,1506,1708,Black,267,
KFA2,HOF,GeForce GTX 1080 Ti,11,1569,1683,White,313,
Gainward,426018336-3392,GeForce GTX 960,2,1165,1228,Black,247,
PowerColor,Radeon RX VEGA 64,Radeon RX VEGA 64,8,1406,1677,Silver / Red,283,
PowerColor,AXRX 560 4GBD5-DHAM,Radeon RX 560 - 896,4,115,1176,Black,225,
Asus,AREZ,Radeon RX 550 - 640,2,1071,1206,Black,192,
Gainward,Phoenix GS,GeForce RTX 2080,8,1515,1815,Black / Silver,292,
Gainward,Phoenix,GeForce RTX 2080 Ti,11,1350,1545,Black / Silver,292,
Palit,GamingPro,GeForce RTX 2080,8,1515,1710,Black / Red,292,
Inno3D,Twin X2,GeForce RTX 2080,8,1515,,Black / Yellow,268,
Gigabyte,TURBO,GeForce RTX 2080,8,1710,,Black / Silver,272,
GALAX,60NRJ7DSX1PO,GeForce RTX 2060,6,1365,1680,Black,281,
GALAX,EX,GeForce GTX 1660 Ti,6,1500,1815,Black,245,
KFA2,White MINI,GeForce GTX 1660,6,1530,1815,White,175,
Gainward,Phantom GS,GeForce RTX 2080,8,1515,1815,Black / Silver,292,
Inno3D,iChill X3,GeForce RTX 2070 SUPER,8,1605,1845,Black,302,
XFX,THICC III Pro,Radeon RX 5600 XT,6,1247,1750,Black,326,
Gigabyte,OC,Radeon RX 560 - 1024,2,1176,1199,Black / Orange,170,
AMD,FirePro S7000,FirePro S7000,4,950,,Black / Silver,292,1218.50
HP,C2J93AA,Quadro K2000,2,,,Black / Green,203,135.49
ATI,FirePro V7900 SDI,FirePro V7900 SDI,2,725,,Black / Red,279,209.98
EVGA,02G-P3-1529-KR,GeForce GT 520,2,810,,Black,144,
Sapphire,100355L,Radeon HD 7850,2,860,,Black / Silver,205,
Galaxy,68NPH6DT6ENZ,GeForce GTX 680,2,1110,,Black / Silver,288,1153.58
MSI,N660TI TF 3GD5/OC,GeForce GTX 660 Ti,3,967,,Black / Silver,270,
ATI,FirePro 2270,FirePro 2270,0.5,600,,Black / Red,170,169.99
Biostar,VA5553NHG1,Radeon HD 5550,1,650,,,,
Sapphire,100338L,Radeon HD 6770,1,,,,,
XFX,HD-695X-CNDC,Radeon HD 6950,2,830,,Black / Silver,259,
MSI,N560GTX-Ti-M2D1GD5/OC,GeForce GTX 560 Ti,1,832,,Black,237,429.59
EVGA,01G-P3-2731-KR,GeForce GT 730,1,700,,Black / Green,167,
Inno3D,Gaming OC X3,GeForce RTX 2080 SUPER,8,1650,1845,Black,272,
Gigabyte,GV-R435OC-512I,Radeon HD 4350,0.5,650,,,,
Gigabyte,GV-R577SO-1GD,Radeon HD 5770,1,900,,Black / Blue,,
EVGA,015-P3-1480-AR,GeForce GTX 480,1.5,700,,Black / Silver,266,
Asus,EAH5850 DIRECTCU/2DIS/1GD5,Radeon HD 5850,1,725,,Black / Red,241,
XFX,HD-597A-CNB9,Radeon HD 5970,2,725,,Black / Red,304,
EVGA,512-P3-1153-TR,GeForce GTS 250,0.5,738,,Black / Red,,
EVGA,512-P3-N725-LR,GeForce 8400 GS,0.5,567,,Black / Green,168,
Sapphire,100281VX-2SR,Radeon HD 5870,1,850,,Black / Blue,,
Zotac,ZT-72SEG7N-HSL,GeForce 7200 GS,0.25,450,,,,
Zotac,ZT-40201-10P,GeForce GTX 470,1.25,607,,Black,,
Sapphire,100314SR,Radeon HD 6870,1,900,,Black / Red,,
Gigabyte,GV-R687D5-1GD-B,Radeon HD 6870,1,900,,Black / Silver,,
EVGA,01G-P3-1378-TR,GeForce GTX 460,1,850,,Black / Silver,210,
XFX,HD-567X-ZNF3,Radeon HD 5670,1,775,,Black / Red,,
Diamond,5870PE52G,Radeon HD 5870,2,850,,Black / Red,,
PowerColor,AE4350 512MD2-H,Radeon HD 4350,0.5,600,,Red / Silver,,
Sapphire,100291DP,Radeon HD 5450,0.5,650,,,,
Sapphire,100293DP,Radeon HD 5570,1,650,,Black / Blue,,
Asus,ENGTX470/2DI/1280MD5/V2,GeForce GTX 470,1.25,607,,,254,
XFX,PVT94GYRF2,GeForce 9400 GT,0.5,550,,Black / Silver,,
EVGA,512-P3-N940-LR,GeForce 9400 GT,0.5,550,,Black / Green,,
Gigabyte,GV-N450-1GI,GeForce GTS 450,1,810,,Black / Blue,,
Sparkle,SXS4501024D5SNM,GeForce GTS 450,1,789,,Black / Blue,209,
XFX,HD-687A-ZDBC,Radeon HD 6870,1,940,,Black / Silver,261,
XFX,HD555XZHF2,Radeon HD 5550,1,550,,Black,,
Zotac,ZT-40502-10L,GeForce GTS 450,1,875,,Black / Orange,187,
EVGA,01G-P3-1450-TR,GeForce GTS 450,1,822,,Black / Gold,209,
PNY,VCGGT4301XPB,GeForce GT 430,1,700,,Blue / Silver,144,
PNY,VCGGTX480XPB,GeForce GTX 480,1.5,700,,Black / Silver,,
Sparkle,SX98GT512D3G-VP,GeForce 9800 GT,0.5,550,,Blue / Silver,,
PNY,VCGGTX550TXPB,GeForce GTX 550 Ti,1,900,,Black,209,
MSI,N550GTX-Ti-M2D1GD5/OC,GeForce GTX 550 Ti,1,950,,Black / Red,210,
HIS,H575FN1GD,Radeon HD 5750,1,700,,Black / Blue,,
HIS,H687F1G2M,Radeon HD 6870,1,900,,Black / Blue,,
Asus,ENGT520 Silent/DI/1GD3,GeForce GT 520,1,810,,,177,
Asus,EAH6450 Silent/DI/1GD3,Radeon HD 6450,1,625,,Red / Silver,177,
Asus,EAH6570/DI/1GD3,Radeon HD 6570,1,650,,Red / Silver,167,
MSI,LIGHTNING,Radeon HD 6970,2,940,,Black / Silver,,
PowerColor,AX6450 1GBK3-SH,Radeon HD 6450,1,625,,Black / Red,,
PowerColor,AX6750 1GBD5-H,Radeon HD 6750,1,700,,Black / Red,,
Sapphire,100327L,Radeon HD 6750,1,,,Black / Blue,,
EVGA,01G-P3-1461-KR,GeForce GTX 560,1,850,,Black / Yellow,209,
Zotac,ZT-50701-10M,GeForce GTX 560,1,820,,Black / Orange,209,
XFX,HD-545X-YRH2,Radeon HD 5450,0.5,650,,Black,167,
Sapphire,100326UL,Radeon HD 6670,1,800,,Black / Green,,
XFX,HD-465X-ZNL2,Radeon HD 4650,1,600,,Black,177,
Galaxy,56NGH6DM3TTX,GeForce GTX 560 Ti,1,820,,Black / Silver,279,
Gigabyte,GV-N580UD-3GI,GeForce GTX 580,3,772,,Black / Blue,281,
MSI,TWIN FROZR III,Radeon HD 6950,1,850,,,270,
MSI,R4350-MD1GD3H/LP,Radeon HD 4350,1,600,,Black / Red,166,
Gigabyte,GV-N210SL-1GI,GeForce 210,1,520,,Green / Silver,160,
HIS,H687QN1G2M,Radeon HD 6870,1,900,,Translucent Blue,260,
Diamond,A4870PE5512,Radeon HD 4870,0.5,750,,,,
Zotac,ZT-40508-10L,GeForce GTS 450,1,600,,Black / Orange,170,
Sapphire,21197-00-40G,Radeon HD 7970,3,925,,Black / Red,275,
EVGA,03G-P3-1595-AR,GeForce GTX 580,3,900,,Black,279,
Gigabyte,GV-N430-2GI,GeForce GT 430,2,700,,Black / Blue,187,
XFX,HD-667X-CNF3,Radeon HD 6670,2,800,,Black,149,
PowerColor,AX7950 3GBD5-2DHPP,Radeon HD 7950,3,880,,Black / Blue,275,
HIS,H795F3G2M,Radeon HD 7950,3,800,,Black / Red,320,
Asus,HD7970-DC2T-3GD5,Radeon HD 7970,3,1000,,Black / Red,279,
Asus,HD7950-DC2-3GD5,Radeon HD 7950,3,800,,Black / Red,299,
MSI,R7750-PMD1GD5/OC,Radeon HD 7750,1,800,,Black / Silver,170,
PowerColor,AX6670 2GBK3-H,Radeon HD 6670,2,800,,Black / Red,182,
PowerColor,AX6570 2GBK3-H,Radeon HD 6570,2,650,,Black / Red,182,
Sapphire,11197-01-40G,Radeon HD 7970,3,1000,,Black / Silver,279,
HIS,H777F1G2M,Radeon HD 7770,1,1000,,Black / Blue,,
Sapphire,11199-03-20G,Radeon HD 7870,2,1050,,Black / Blue,260,
HIS,H785F2G2M,Radeon HD 7850,2,860,,Black / Blue,230,
Sapphire,11200-00-20G,Radeon HD 7850,2,860,,Black / Blue,210,
XFX,FX-787A-CNFC,Radeon HD 7870,2,1000,,Black / Silver,241,
Galaxy,67NPH6DV5ZJX,GeForce GTX 670,2,915,,Black / Blue,254,
EVGA,01G-P3-2631-KR,GeForce GT 630,1,810,,Black / Green,144,
Sapphire,100352FLEX,Radeon HD 7950,3,860,,Black / Silver,275,
MSI,R7770 PE1GD5/OC,Radeon HD 7770,1,1100,,Black / Blue,232,
HIS,H785QN2G2M,Radeon HD 7850,2,860,,Black / Silver,234,
Zotac,ZT-60405-10L,GeForce GT 630,4,810,,Black / Orange,152,
VisionTek,900530,Radeon HD 5450,0.5,650,,Black / Red,,
Gigabyte,GV-R667D3-2GI,Radeon HD 6670,2,800,,Black / Blue,211,
Zotac,ZT-60201-10L,GeForce GT 640,2,900,,Black / Orange,144,253.59
ATI,100-505602,FirePro V9800,4,,,Black / Red,,
EVGA,02G-P4-2676-KR,GeForce GTX 670,2,941,,Black,254,
EVGA,02G-P4-2684-KR,GeForce GTX 680,2,1058,,Black,254,
EVGA,04G-P4-3688-KR,GeForce GTX 680,4,1111,,Black / Silver,266,
XFX,FX-795A-TDJC,Radeon HD 7950,3,800,,Black / Silver,274,
HIS,H775FN1G,Radeon HD 7750,1,800,,Black / Blue,194,
Sapphire,100357LP,Radeon HD 7750,1,800,,Black / Blue,169,
Sapphire,100355OCL,Radeon HD 7850,2,860,,Black / Silver,205,
Sapphire,100355-1GOCL,Radeon HD 7850,1,900,,Black / Silver,207,
MSI,N650-1GD5/OC,GeForce GTX 650,1,1084,,Black / Blue,230,
PNY,VCGGTX660TXPB,GeForce GTX 660 Ti,2,915,,Black,254,613.59
Asus,MATRIX-HD7970-P-3GD5,Radeon HD 7970 GHz Edition,3,1050,,Black / Red,279,
HIS,IceQ,Radeon HD 7850,2,1000,,Black / Blue,296,
HIS,H795QMC3G2M,Radeon HD 7950,3,850,,Black / Silver,311,
Sparkle,700008,GeForce GT 610,2,810,,Black / Blue,145,
Asus,GT620-DCSL-2GD3,GeForce GT 620,2,700,,Black / Red,187,
Asus,GTX650-E-1GD5,GeForce GTX 650,1,1071,,Black / Red,197,
Club,3D CGAX-7876XT,Radeon HD 7870 XT,2,925,,Black / Red,268,
Diamond,7870PE52GV,Radeon HD 7870 GHz Edition,2,1000,,Black / Red,208,
Sapphire,11199-20-20G,Radeon HD 7870 XT,2,925,,Black / Silver,260,
Sapphire,100356OCL,Radeon HD 7790,1,1075,,Black / Silver,,
MSI,R7850-2GD5/OC,Radeon HD 7850,2,900,,Black / Blue,201,
EVGA,Superclocked Signature,GeForce GTX Titan,6,876,,Black / Silver,266,
Zotac,ZT-70201-10P,GeForce GTX 780,3,863,,Black / Silver,266,
EVGA,03G-P4-2780-KR,GeForce GTX 780,3,863,,Black / Silver,267,
MSI,N780-3GD5,GeForce GTX 780,3,863,,Black / Silver,267,
Sapphire,11201-12-20G,Radeon HD 7770 GHz Edition,1,1000,,Black / Green,220,
Sapphire,11201-17-20G,Radeon HD 7770 GHz Edition,1,1000,,Black / Blue,184,
EVGA,02G-P4-2661-KR,GeForce GTX 660,2,1046,,Black / Silver,241,
EVGA,04G-P4-3671-KR,GeForce GTX 670,4,915,,Black / Silver,254,
Zotac,ZT-60209-10L,GeForce GT 640,2,1046,,Black / Orange,145,
Galaxy,78XNH5DV8PXV,GeForce GTX 780,3,1006,1058,Black / White,289,
MSI,R7950-3GD5/OC BE,Radeon HD 7950,3,830,840,Black / Red,269,
Gigabyte,WINDFORCE,Radeon R7 260X,2,1100,1188,Black / Blue,207,
PowerColor,AXR7 250 1GBD5-HE/OC,Radeon R7 250,1,1100,1150,Black,,
HIS,H240F2G,Radeon R7 240,2,730,780,Black / Blue,171,
HIS,IceQ X²,Radeon R7 260X,2,1100,,Black / Silver,203,
Sparkle,700042,GeForce GT 610,1,810,,Black / Green,153,
PowerColor,AXR9 290X 4GBD5-MDHG,Radeon R9 290X,4,772,1030,Black / Red,267,
PNY,VCGGTX780T3XPB,GeForce GTX 780 Ti,3,876,928,Black / Silver,266,
Gigabyte,GV-N78TD5-3GD-B,GeForce GTX 780 Ti,3,876,,Black / Silver,282,
Club,3D royalKing,Radeon R9 270X,2,1030,1080,Black / Red,210,
Zotac,ZT-61106-10M,GeForce GTX 650 Ti,1,928,,Black / Orange,153,
Sapphire,Dual-X,Radeon R9 270X,4,1020,1070,Black / Gray,228,
HIS,IceQ X²,Radeon R9 270X,2,1100,1140,Black / Silver,270,
PowerColor,Devil,Radeon R9 270X,2,1150,1180,Black / Red,254,
VisionTek,900651,Radeon R9 270X,2,1030,1080,Black / Red,,
Sapphire,Dual-X,Radeon R9 280X,3,870,1020,Black / Silver,262,
Sapphire,Vapor-X,Radeon R9 270X,2,1050,1100,Black / Blue,264,
XFX,Core Edition,Radeon R9 270,2,900,925,Black,220,
Asus,DirectCU II,Radeon R7 260,1,1000,,Black / Red,220,
MSI,R7 260 1GD5 OC,Radeon R7 260,1,1050,,Black / Blue,202,
XFX,DD,Radeon R9 270X,4,1000,1050,Black / Silver,251,
PNY,Enthusiast Edition,GeForce GTX 750 Ti,2,1020,1085,Black,182,
EVGA,ACX,GeForce GTX 750,1,1229,1320,Black,228,
