brand,model,speed,modules,price_per_gb,color,first_word_lat,cas_lat,price
Kingston,HyperX Fury Black 4 GB,DDR3-1866,1 x 4GB,5.997,Black / Silver,10.718,10,23.99
Team,T-FORCE VULCAN Z 8 GB,DDR4-2666,1 x 8GB,16.250,Red,13.503,18,130.00
Crucial,Ballistix Sport AT 64 GB,DDR4-3000,4 x 16GB,5.906,Silver / Black,11.333,17,377.99
Crucial,Ballistix Sport LT 32 GB,DDR4-2666,4 x 8GB,,White,12.003,16,
Apacer,Panther Silver 8 GB,DDR4-2400,1 x 8GB,,Black / Silver,13.333,16,
GeIL,EVO POTENZA 8 GB,DDR4-3000,2 x 4GB,,Red / Black,10.667,16,
G.Skill,Ripjaws X Series 32 GB,DDR3-1600,4 x 8GB,,Black / Red,12.5,10,
ADATA,XPG GAMMIX D10 32 GB,DDR4-3000,2 x 16GB,,Black / White,10.667,16,
Corsair,Dominator Platinum 128 GB,DDR4-2400,8 x 16GB,,Black / Silver,12.5,15,
PNY,Anarchy 8 GB,DDR4-2400,1 x 8GB,,Black / Red,12.5,15,
PNY,MD16384KD3-1600-NHS-V2 16 GB,DDR3-1600,2 x 8GB,,Black / Green,13.75,11,
Corsair,Vengeance LPX 128 GB,DDR4-3000,4 x 32GB,,Black,10.667,16,
G.Skill,Trident Z 16 GB,DDR4-3866,2 x 8GB,16.188,Black / White,9.312,18,259.00
Kingston,HyperX Fury RGB 32 GB,DDR4-2400,4 x 8GB,5.312,Black,12.5,15,169.99
Samsung,M393B2G70DB0-YK0 16 GB,DDR3-1600,1 x 16GB,2.374,Black / Green,13.75,11,37.99
Kingston,HyperX Predator RGB 16 GB,DDR4-3000,1 x 16GB,5.124,Black,10,15,81.99
Kingston,HyperX Predator 64 GB,DDR4-3000,4 x 16GB,5.921,Black,10,15,378.95
ADATA,XPG Spectrix D40 16 GB,DDR4-3000,2 x 8GB,14.581,Red / Black,10.667,16,233.29
Team,Elite Plus 4 GB,DDR3-1333,1 x 4GB,12.498,Black / Gold,13.503,9,49.99
Corsair,Dominator Platinum 16 GB,DDR3-2133,4 x 4GB,43.747,Black / Silver,8.439,9,699.95
G.Skill,Ripjaws X Series 8 GB,DDR3-2133,2 x 4GB,6.124,Black / Blue,9.376,10,48.99
Corsair,Vengeance RGB Pro 64 GB,DDR4-3466,4 x 16GB,,Black,9.233,16,
Corsair,Dominator Platinum 32 GB,DDR4-3200,4 x 8GB,,Black / Silver,9.375,15,
Kingston,HyperX Fury Red 4 GB,DDR3-1600,1 x 4GB,6.295,Red / Silver,12.5,10,25.18
Corsair,XMS3 8 GB,DDR3-1600,2 x 4GB,,Black / Silver,11.25,9,
Team,Dark 16 GB,DDR4-3000,2 x 8GB,,Black / Red,10.667,16,
ADATA,XPG GAMMIX D10 16 GB,DDR4-3000,2 x 8GB,,Red / White,10.667,16,
Patriot,"Intel Extreme Master, Limited Ed 8 GB",DDR3-1600,2 x 4GB,,Black / Blue,11.25,9,
Kingston,HyperX Fury White 4 GB,DDR3-1866,1 x 4GB,5.490,White / Silver,10.718,10,21.96
G.Skill,Ripjaws X Series 8 GB,DDR3-2133,2 x 4GB,,Black / Red,10.314,11,
Corsair,Vengeance Pro 16 GB,DDR3-2133,2 x 8GB,,Black / Silver,10.314,11,
Kingston,FURY 16 GB,DDR4-2400,1 x 16GB,,Black / Silver,12.5,15,
G.Skill,Trident Z Royal 16 GB,DDR4-3600,2 x 8GB,10.934,Gold,9.444,17,174.95
Mushkin,Enhanced Silverline 32 GB,DDR4-2133,2 x 16GB,3.968,Silver / Green,14.065,15,126.99
G.Skill,Trident Z 16 GB,DDR4-4133,2 x 8GB,8.124,Silver / Red,9.194,19,129.99
Patriot,Signature Premium 16 GB,DDR4-2400,1 x 16GB,3.624,Black,14.167,17,57.99
G.Skill,Ripjaws V 64 GB,DDR4-3000,4 x 16GB,3.594,Red,10.667,16,229.99
G.Skill,Ripjaws X Series 8 GB,DDR3-1600,2 x 4GB,5.624,Black / Blue,11.25,9,44.99
G.Skill,Trident Z RGB 64 GB,DDR4-3600,8 x 8GB,10.937,Black,7.778,14,699.99
Corsair,Vengeance LPX 64 GB,DDR4-2400,8 x 8GB,10.262,Black,12.5,15,656.79
Corsair,Vengeance 16 GB,DDR3-1866,4 x 4GB,18.224,Black / Red,9.646,9,291.58
G.Skill,Aegis 64 GB,DDR4-2400,4 x 16GB,4.672,Black / Red,12.5,15,299.00
Kingston,KTH-PL426/32G 32 GB,DDR4-2666,1 x 32GB,5.067,Green / Black,14.254,19,162.16
AMD,AE34G1609U1 4 GB,DDR3-1600,1 x 4GB,9.402,,11.25,9,37.61
Mushkin,Enhanced Redline 16 GB,DDR4-3200,2 x 8GB,4.499,Red / Silver,10,16,71.99
PNY,Anarchy 16 GB,DDR3-1866,2 x 8GB,,Black / Blue,10.718,10,
ADATA,Premier Series 4 GB,DDR3-1333,1 x 4GB,,Green,13.503,9,
Kingston,HyperX Fury 8 GB,DDR4-3200,1 x 8GB,,White / Silver,11.25,18,
Klevv,Cras 16 GB,DDR4-3000,4 x 4GB,,Black / Silver,10.667,16,
Corsair,Vengeance 16 GB,DDR3-1600,2 x 8GB,,Black / Red,11.25,9,
Corsair,Vengeance LPX 16 GB,DDR4-3400,4 x 4GB,,Black / Yellow,9.412,16,
PNY,XLR8 8 GB,DDR3-1600,1 x 8GB,,,11.25,9,
Corsair,Vengeance LED 64 GB,DDR4-2666,4 x 16GB,13.203,Black / Red,12.003,16,844.99
Corsair,Dominator Platinum RGB 32 GB,DDR4-3200,4 x 8GB,,Black,8.75,14,
Crucial,CT4K16G4WFD8266 64 GB,DDR4-2666,4 x 16GB,,Green,14.254,19,
Corsair,CMV16GX3M2A1600C11 16 GB,DDR3-1600,2 x 8GB,4.311,Green,11.25,9,68.98
G.Skill,Trident Z Royal 32 GB,DDR4-3000,2 x 16GB,4.843,Gold,10.667,16,154.99
Corsair,CMV16GX3M2A1333C9 16 GB,DDR3-1333,2 x 8GB,4.374,Green,13.503,9,69.98
Corsair,CMV8GX3M2A1600C11 8 GB,DDR3-1600,2 x 4GB,5.460,Green,13.75,11,43.68
ADATA,XPG SPECTRIX D41 16 GB,DDR4-3600,2 x 8GB,15.967,Red,9.444,17,255.48
Kingston,HyperX Fury Black 8 GB,DDR3-1333,2 x 4GB,5.874,Black / Silver,13.503,9,46.99
G.Skill,Ripjaws 4 Series 16 GB,DDR4-3400,4 x 4GB,16.657,Blue,9.412,16,266.52
Kingston,KTH-PL421/16G 16 GB,DDR4-2133,1 x 16GB,4.296,Green,14.065,15,68.73
Crucial,Ballistix Sport 8 GB,DDR4-2400,1 x 8GB,,Gray / Silver,13.333,16,
Corsair,Vengeance LPX 128 GB,DDR4-2400,8 x 16GB,12.617,Black / Yellow,12.5,15,1615.00
Mushkin,Essentials 4 GB,DDR4-2133,1 x 4GB,6.497,Black / Green,14.065,15,25.99
Crucial,Ballistix Sport LT 16 GB,DDR4-3200,2 x 8GB,,Silver / Black,10,16,
Crucial,Ballistix Sport LT 8 GB,DDR4-3200,1 x 8GB,,Silver / Black,10,16,
Kingston,ValueRAM 2 GB,DDR3-1333,1 x 2GB,,Green,13.503,9,
V-Color,SKYWALKER 16 GB,DDR4-3000,2 x 8GB,,Black / Silver,10,15,
Corsair,Dominator Platinum 16 GB,DDR4-3200,2 x 8GB,,,8.75,14,
Corsair,Dominator Platinum 32 GB,DDR4-2666,4 x 8GB,,Black / Silver,11.253,15,
Samsung,M393A4K40CB2-CVF 32 GB,DDR4-2933,1 x 32GB,,Green / Black,14.32,21,
Corsair,Vengeance RGB 64 GB,DDR4-3733,4 x 16GB,,Black,9.108,17,
Kingston,ValueRAM 16 GB,DDR4-2400,1 x 16GB,4.999,Green / Black,14.167,17,79.98
Team,T-FORCE VULCAN TUF Gaming Allian 32 GB,DDR4-3200,2 x 16GB,,Black / Gold,10,16,
Team,Night Hawk RGB 16 GB,DDR4-3000,2 x 8GB,6.812,Black,10.667,16,109.00
Team,T-FORCE DARK Z 8 GB,DDR4-3000,1 x 8GB,,Red,10.667,16,
G.Skill,Trident Z 16 GB,DDR4-3333,2 x 8GB,4.687,Silver / Red,9.601,16,74.99
G.Skill,Ripjaws Z Series 32 GB,DDR3-1600,4 x 8GB,,Black / Red,12.5,10,
Crucial,CT2K8G4DFD824A 16 GB,DDR4-2400,2 x 8GB,3.999,Green,14.167,17,63.99
Corsair,Vengeance 32 GB,DDR3-1866,4 x 8GB,19.605,Black / Silver,9.646,9,627.37
Kingston,HyperX Fury White 8 GB,DDR3-1866,1 x 8GB,5.853,White / Silver,10.718,10,46.82
Crucial,Ballistix Sport LT 16 GB,DDR4-2666,1 x 16GB,,Gray,12.003,16,
ADATA,XPG GAMMIX D30 32 GB,DDR4-3000,2 x 16GB,,Silver / Red,10.667,16,
OLOy,OWL 32 GB,DDR4-3600,2 x 16GB,,Orange,10,18,
Corsair,Dominator Platinum Chrome 32 GB,DDR4-3200,2 x 16GB,,Silver,8.75,14,
Kingston,HyperX Blu 8 GB,DDR3-1333,2 x 4GB,,Blue / Silver,13.503,9,
G.Skill,Trident Z 32 GB,DDR4-3200,2 x 16GB,,Black / Orange,9.375,15,
Kingston,D2G72M151 16 GB,DDR4-2133,1 x 16GB,12.499,Black / Green,14.065,15,199.99
Corsair,Vengeance LED 32 GB,DDR4-3200,2 x 16GB,,Black / Red,10,16,
Team,Elite 4 GB,DDR3-1333,1 x 4GB,,,13.503,9,
Crucial,Ballistix RGB 32 GB,DDR4-3200,2 x 16GB,5.062,Red,10,16,161.99
OLOy,WarHawk RGB 32 GB,DDR4-3600,4 x 8GB,,Black / Silver,10,18,
GeIL,EVO POTENZA 32 GB,DDR4-3200,2 x 16GB,,Black,10,16,
Crucial,Ballistix RGB 32 GB,DDR4-3000,2 x 16GB,5.281,Black,10.667,16,168.99
G.Skill,Trident Z Neo 32 GB,DDR4-3000,4 x 8GB,6.562,Silver / Black,10.667,16,209.99
G.Skill,Ripjaws Series 32 GB,DDR4-2133,4 x 8GB,3.906,Blue,14.065,15,124.99
Kingston,HyperX Fury Black 16 GB,DDR3-1333,2 x 8GB,9.184,Black / Silver,13.503,9,146.95
Corsair,Vengeance LPX 64 GB,DDR4-2400,4 x 16GB,3.750,Black / Yellow,13.333,16,239.99
Samsung,M393A2G40EB1-CRC 16 GB,DDR4-2400,1 x 16GB,4.446,Black / Green,14.167,17,71.13
Kingston,HyperX Fury Red 8 GB,DDR3-1866,1 x 8GB,5.631,Red / Silver,10.718,10,45.05
Kingston,KVR13N9S8K2/8 8 GB,DDR3-1333,2 x 4GB,5.624,Green,13.503,9,44.99
Kingston,KVR21N15D8/8 8 GB,DDR4-2133,1 x 8GB,12.439,Black / Green,14.065,15,99.51
G.Skill,Ripjaws 4 Series 8 GB,DDR4-2800,2 x 4GB,17.250,Red,11.429,16,138.00
G.Skill,Trident Z RGB 32 GB,DDR4-3866,4 x 8GB,,Black,9.312,18,
G.Skill,Trident X 8 GB,DDR3-2400,2 x 4GB,,Black / Red,8.333,10,
ADATA,XPG GAMMIX D10 8 GB,DDR4-2400,1 x 8GB,,Red / White,13.333,16,
Corsair,Vengeance LPX 8 GB,DDR4-3000,2 x 4GB,,Red,10,15,
Kingston,Savage 16 GB,DDR4-2666,2 x 8GB,,Black / White,9.752,13,
Team,T-Force Delta RGB 16 GB,DDR4-2666,1 x 16GB,,Black,11.253,15,
Corsair,Vengeance LPX 32 GB,DDR4-3600,4 x 8GB,,Red,8.889,16,
AMD,Radeon R9 Gamer Series 8 GB,DDR3-2133,2 x 4GB,,Black / Silver,9.376,10,
GeIL,EVO FORZA 16 GB,DDR4-2666,2 x 8GB,,Red / Black,12.003,16,
Samsung,M393B5170FH0-CH9 4 GB,DDR3-1333,1 x 4GB,4.308,Black / Green,13.503,9,17.23
Patriot,Viper 3 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,12.5,10,
Corsair,XMS 8 GB,DDR3-1600,1 x 8GB,4.374,Black / White,11.25,9,34.99
Team,XCALIBUR Phantom Gaming RGB 16 GB,DDR4-3600,2 x 8GB,10.312,Black,10,18,165.00
Corsair,Vengeance RGB 32 GB,DDR4-3000,4 x 8GB,6.606,Black,10,15,211.39
Mushkin,996573 4 GB,DDR3-1066,2 x 2GB,5.812,Green,13.133,7,23.25
G.Skill,Ripjaws 4 series 16 GB,DDR4-2400,4 x 4GB,5.211,Black,11.667,14,83.38
G.Skill,Ripjaws V Series 16 GB,DDR4-2800,4 x 4GB,,Black / Red,11.429,16,
G.Skill,Sniper X 32 GB,DDR4-3000,4 x 8GB,,Black / Camo,10.667,16,
Kingston,HyperX Fury White 16 GB,DDR3-1600,2 x 8GB,5.561,White / Silver,12.5,10,88.98
Corsair,Vengeance RGB 32 GB,DDR4-3600,2 x 16GB,,,10,18,
Crucial,Ballistix Sport LT 32 GB,DDR4-2400,2 x 16GB,,Silver / Gray,13.333,16,
ADATA,XPG SPECTRIX D80 16 GB,DDR4-3000,2 x 8GB,10.582,Red,10.667,16,169.31
Corsair,Dominator Platinum ROG 16 GB,DDR4-3200,4 x 4GB,,Black / Red,10,16,
Mushkin,Stealth 8 GB,DDR3-2133,2 x 4GB,6.749,Black,9.376,10,53.99
Team,Elite 32 GB,DDR4-2400,2 x 16GB,,Black,13.333,16,
Team,T-FORCE VULCAN Z 16 GB,DDR4-2666,1 x 16GB,,Black,13.503,18,
Team,T-Force Delta RGB 16 GB,DDR4-2400,2 x 8GB,17.618,White,12.5,15,281.89
Crucial,CT16G4WFD8213 16 GB,DDR4-2133,1 x 16GB,,Green,14.065,15,
Corsair,Vengeance LED 16 GB,DDR4-3000,2 x 8GB,,Black / Blue,10,15,
Corsair,Vengeance Pro Series 16 GB,DDR3-2666,2 x 8GB,,Black / Red,9.002,12,
ADATA,XPG GAMMIX D10 8 GB,DDR4-3000,2 x 4GB,,Black / White,10.667,16,
G.Skill,Trident Z 32 GB,DDR4-3000,4 x 8GB,5.937,Red / Silver,9.333,14,189.99
G.Skill,Sniper X 16 GB,DDR4-3200,2 x 8GB,11.812,Black / Camo,10,16,189.00
G.Skill,Ripjaws 4 series 32 GB,DDR4-2666,4 x 8GB,,Black,11.253,15,
G.Skill,Trident Z Royal 64 GB,DDR4-3600,8 x 8GB,12.969,Silver,7.778,14,829.99
G.Skill,Ripjaws Z Series 32 GB,DDR3-2133,4 x 8GB,,Black / Blue,9.376,10,
Corsair,Dominator Platinum 8 GB,DDR3-3000,2 x 4GB,,Black / Silver,6,9,
Kingston,HyperX Fury RGB 64 GB,DDR4-2400,4 x 16GB,4.469,Black,12.5,15,285.99
Team,Elite 64 GB,DDR4-3200,2 x 32GB,3.125,Black,13.75,22,199.99
Kingston,ValueRAM 16 GB,DDR4-2400,1 x 16GB,9.312,Green,14.167,17,149.00
G.Skill,Value Series 8 GB,DDR3-1333,2 x 4GB,7.124,Black,13.503,9,56.99
G.Skill,Flare X 16 GB,DDR4-2400,2 x 8GB,,Red,12.5,15,
Apacer,Panther Silver 16 GB,DDR4-2400,2 x 8GB,,Black / Silver,13.333,16,
Corsair,Vengeance LPX 16 GB,DDR4-3000,1 x 16GB,,Black,10.667,16,
Kingston,KVR1066D3N7/4G 4 GB,DDR3-1066,1 x 4GB,15.000,Green,13.133,7,60.00
Corsair,Vengeance LP 16 GB,DDR3-1600,4 x 4GB,,Black / Yellow,11.25,9,
ADATA,Premier Series 16 GB,DDR3-1333,2 x 8GB,,Green,13.503,9,
OLOy,Warhawk RGB 64 GB,DDR4-3200,2 x 32GB,,Black,10,16,
Kingston,KVR13N9K3/24 24 GB,DDR3-1333,3 x 8GB,5.176,Green,13.503,9,124.22
G.Skill,Trident X 16 GB,DDR3-1600,2 x 8GB,,Black / Red,8.75,7,
Crucial,Ballistix Sport 16 GB,DDR3-1600,2 x 8GB,,Black / Silver,11.25,9,
Kingston,Beast 8 GB,DDR3-1600,2 x 4GB,,Black,11.25,9,
Corsair,Vengeance LPX 8 GB,DDR4-2400,2 x 4GB,,Black / Yellow,11.667,14,
Mushkin,Essentials 8 GB,DDR3-1600,4 x 2GB,,Green,13.75,11,
ADATA,XPG V1.0 8 GB,DDR3-1866,2 x 4GB,,Red / Silver,10.718,10,
Corsair,Vengeance RGB 16 GB,DDR4-3000,2 x 8GB,,Black,10.667,16,
OLOy,MD4U323016DJDA 64 GB,DDR4-3000,2 x 32GB,3.281,Black,10.667,16,209.99
G.Skill,Ripjaws V Series 128 GB,DDR4-3000,8 x 16GB,,Black,9.333,14,
Crucial,CT2KIT12864BA1067 2 GB,DDR3-1066,2 x 1GB,8.020,Green,13.133,7,16.04
Crucial,CT4K8G4DFS8266 32 GB,DDR4-2666,4 x 8GB,4.531,Green,14.254,19,144.99
Kingston,HyperX Fury RGB 64 GB,DDR4-2666,4 x 16GB,4.469,Black,12.003,16,285.99
Corsair,Dominator Platinum 64 GB,DDR4-4000,8 x 8GB,,Black / Silver,9.5,19,
Crucial,Ballistix Elite 32 GB,DDR4-3200,2 x 16GB,,Black / White,10,16,
Crucial,CT16G4RFD424A 16 GB,DDR4-2400,1 x 16GB,4.688,Green / Black,14.167,17,75.00
GeIL,Pristine 16 GB,DDR4-2400,1 x 16GB,,Black,13.333,16,
Team,Elite Plus 8 GB,DDR3-1600,2 x 4GB,,Black / Gold,13.75,11,
Crucial,Ballistix Sport XT 16 GB,DDR3-1600,2 x 8GB,,Blue / Silver,11.25,9,
Kingston,KSM24RD4/32HAI 32 GB,DDR4-2400,1 x 32GB,,,14.167,17,
Crucial,Ballistix Tactical Tracer RGB 16 GB,DDR4-3000,2 x 8GB,,Silver,10,15,
G.Skill,Trident Z 32 GB,DDR4-3200,2 x 16GB,8.139,Silver / White,9.375,15,260.44
Corsair,Vengeance LED 32 GB,DDR4-2666,4 x 8GB,,Black / Red,12.003,16,
Corsair,CMV8GX3M2A1333C9 8 GB,DDR3-1333,2 x 4GB,5.624,Green,13.503,9,44.99
G.Skill,Trident Z Royal 16 GB,DDR4-4266,2 x 8GB,11.874,Gold,8.908,19,189.99
G.Skill,Sniper X 64 GB,DDR4-3000,4 x 16GB,,Black / Camo,10.667,16,
Team,T-FORCE VULCAN Z 16 GB,DDR4-2666,1 x 16GB,9.688,Red,13.503,18,155.00
Mushkin,Enhanced Silverline 16 GB,DDR4-2666,2 x 8GB,4.561,Silver / Green,14.254,19,72.98
Corsair,Vengeance RGB 32 GB,DDR4-3200,2 x 16GB,14.866,White,10,16,475.71
Kingston,KVR16E11/8 8 GB,DDR3-1600,1 x 8GB,5.259,Green,13.75,11,42.07
Corsair,Vengeance RGB 16 GB,DDR4-4000,2 x 8GB,,,9.5,19,
Team,T-Force DARK 16 GB,DDR4-2400,2 x 8GB,8.688,Red / Black,11.667,14,139.00
G.Skill,Trident Z 32 GB,DDR4-3000,2 x 16GB,4.375,Red / Silver,10,15,139.99
Corsair,Vengeance RGB 16 GB,DDR4-3466,2 x 8GB,,Black,9.233,16,
G.Skill,NS 2 GB,DDR3-1333,1 x 2GB,7.205,Green,13.503,9,14.41
G.Skill,Value Series 4 GB,DDR3-1333,1 x 4GB,9.498,Green,13.503,9,37.99
Transcend,JetRam 8 GB,DDR3-1600,1 x 8GB,6.499,Black / Green,13.75,11,51.99
G.Skill,Ripjaws X Series 8 GB,DDR3-2400,2 x 4GB,19.500,,9.167,11,156.00
Corsair,Vengeance RGB Pro 64 GB,DDR4-3466,8 x 8GB,11.550,Black,9.233,16,739.23
Crucial,Ballistix Sport LT 32 GB,DDR4-3200,2 x 16GB,,White / Silver,10,16,
Corsair,Vengeance 12 GB,DDR3-2000,3 x 4GB,,Black / Silver,9,9,
GeIL,SUPER LUCE RGB SYNC 8 GB,DDR4-2400,2 x 4GB,,White,13.333,16,
Crucial,Ballistix Sport LT 8 GB,DDR4-2400,2 x 4GB,,Silver,13.333,16,
Kingston,HyperX Fury Black 32 GB,DDR4-2666,4 x 8GB,,Black / Silver,11.253,15,
Kingston,KHX1600C10D3B1K2/16G 16 GB,DDR3-1600,2 x 8GB,18.786,Blue / Silver,12.5,10,300.58
Corsair,Vengeance 8 GB,DDR3-1600,1 x 8GB,,Black / Blue,11.25,9,
Crucial,CT4K4G4DFS8213 16 GB,DDR4-2133,4 x 4GB,,Black / Green,14.065,15,
Team,T-Force XTREEM 32 GB,DDR4-3600,4 x 8GB,,Black / Silver,8.889,16,
Kingston,Savage 8 GB,DDR3-2400,1 x 8GB,,Black / Red,9.167,11,
OLOy,MD4U082619BBSA 8 GB,DDR4-2666,1 x 8GB,,Red / Black,14.254,19,
G.Skill,Trident Z 16 GB,DDR4-4600,2 x 8GB,,Black,8.261,19,
Crucial,Ballistix Sport 16 GB,DDR3-1600,4 x 4GB,,Black / Silver,11.25,9,
Corsair,Vengeance LPX 8 GB,DDR4-3200,2 x 4GB,,Red,10,16,
Corsair,Vengeance LPX 64 GB,DDR4-3000,4 x 16GB,,Black / Yellow,10,15,
Team,T-FORCE XCALIBUR RGB SE 16 GB,DDR4-3600,2 x 8GB,,Black,10,18,
GeIL,Dragon RAM 16 GB,DDR4-3200,2 x 8GB,,White / Gold,10,16,
EVGA,SuperSC 16 GB,DDR4-3000,2 x 8GB,,Black,10,15,
GeIL,EVO POTENZA 8 GB,DDR4-2400,2 x 4GB,,Red,12.5,15,
Corsair,Vengeance LED 16 GB,DDR4-3200,2 x 8GB,,Black / Blue,10,16,
Kingston,KVR16R11D4K4/64 64 GB,DDR3-1600,4 x 16GB,7.187,Green,13.75,11,459.99
Team,T-Force DARK PRO 16 GB,DDR4-3200,2 x 8GB,,Black,8.75,14,
Corsair,Vengeance LPX 32 GB,DDR4-3000,2 x 16GB,,Black / Yellow,10.667,16,
Team,Dark 16 GB,DDR4-2400,2 x 8GB,5.936,Black / Silver,11.667,14,94.98
G.Skill,Ares Series 32 GB,DDR3-2400,4 x 8GB,,,9.167,11,
G.Skill,Ares Series 16 GB,DDR3-1866,2 x 8GB,7.750,Black / Blue,10.718,10,124.00
G.Skill,Trident Z 16 GB,DDR4-3000,2 x 8GB,5.572,Red / Silver,10,15,89.16
G.Skill,Ripjaws V Series 16 GB,DDR4-3466,2 x 8GB,8.062,Red,9.233,16,129.00
G.Skill,Trident Z 16 GB,DDR4-4266,2 x 8GB,8.749,Silver / Red,8.908,19,139.99
G.Skill,Flare X 16 GB,DDR4-2400,2 x 8GB,4.383,Red,13.333,16,70.13
G.Skill,Ripjaws V Series 16 GB,DDR4-3200,2 x 8GB,7.438,Silver,10,16,119.00
Crucial,CT2K16G4DFD8213 32 GB,DDR4-2133,2 x 16GB,4.525,Black / Green,14.065,15,144.79
G.Skill,Ripjaws V 64 GB,DDR4-4000,8 x 8GB,11.719,Black,7.5,15,749.99
Corsair,Vengeance LPX 16 GB,DDR4-4266,2 x 8GB,16.562,Black / Yellow,8.908,19,264.99
Mushkin,Enhanced Blackline 16 GB,DDR4-2400,2 x 8GB,4.499,Black / Silver,12.5,15,71.98
Corsair,Vengeance RGB Pro 64 GB,DDR4-2666,8 x 8GB,10.406,White,12.003,16,665.99
G.Skill,Ripjaws X Series 32 GB,DDR3-2133,4 x 8GB,,Black / Blue,9.376,10,
Kingston,HyperX Fury RGB 64 GB,DDR4-3000,4 x 16GB,5.406,Black,10,15,345.99
Team,T-Force / Night Hawk 16 GB,DDR4-3200,2 x 8GB,18.559,Black / Blue,10,16,296.95
Corsair,CMV4GX3M1A1333C9 4 GB,DDR3-1333,1 x 4GB,5.495,Black / Silver,13.503,9,21.98
Corsair,Vengeance RGB Pro 64 GB,DDR4-3600,8 x 8GB,,White,10,18,
Corsair,Vengeance LED 16 GB,DDR4-3000,2 x 8GB,17.514,Black / White,10.667,16,280.23
Crucial,CT16G4DFD8213 16 GB,DDR4-2133,1 x 16GB,,Green,14.065,15,
Patriot,Viper Elite 16 GB,DDR4-2133,2 x 8GB,,Silver / White,13.127,14,
Crucial,CT12864BA160B 1 GB,DDR3-1600,1 x 1GB,,Black / Green,13.75,11,
Patriot,Viper 4 32 GB,DDR4-3000,4 x 8GB,,Black / Red,10.667,16,
Kingston,HyperX Fury Black 32 GB,DDR4-2400,4 x 8GB,,Black / Silver,12.5,15,
Kingston,HyperX Fury 64 GB,DDR4-2666,4 x 16GB,,Black / White,12.003,16,
PNY,Anarchy 16 GB,DDR4-2133,2 x 8GB,,Black / Blue,14.065,15,
Avexir,Core Series 8 GB,DDR4-2400,1 x 8GB,,Black / Silver,13.333,16,
OLOy,WarHawk RGB 32 GB,DDR4-3200,2 x 16GB,,Red / White,10,16,
Kingston,HyperX Beast 32 GB,DDR3-1866,4 x 8GB,,Black,10.718,10,
ADATA,XPG Gaming Series 4 GB,DDR3-1600,1 x 4GB,,Black / Silver,11.25,9,
GeIL,EVO SPEAR 16 GB,DDR4-2666,2 x 8GB,,Black / Orange,14.254,19,
Crucial,Ballistix Sport LT 16 GB,DDR4-2666,1 x 16GB,,Red / Black,12.003,16,
Corsair,Vengeance LPX 32 GB,DDR4-3200,2 x 16GB,,Black / Yellow,10,16,
Team,Elite 16 GB,DDR4-2400,2 x 8GB,,Black,13.333,16,
Team,T-Force Night Hawk RGB 16 GB,DDR4-3600,2 x 8GB,5.312,White,10,18,84.99
Mushkin,Blackline 16 GB,DDR3-2133,2 x 8GB,4.547,Black / White,9.376,10,72.75
Crucial,Ballistix Sport LT 64 GB,DDR4-3000,4 x 16GB,,Silver / Black,10.667,16,
Crucial,CT2K16G3ERSLD4160B 32 GB,DDR3-1600,2 x 16GB,5.593,Green,13.75,11,178.99
G.Skill,Ares Series 16 GB,DDR3-1600,2 x 8GB,4.812,Black / Orange,12.5,10,76.99
G.Skill,Sniper Gaming Series 16 GB,DDR3-1866,2 x 8GB,5.249,Black / Red,10.718,10,83.99
Corsair,Vengeance LP 16 GB,DDR3-1600,2 x 8GB,10.359,Black / Blue,11.25,9,165.74
Patriot,Viper RGB 16 GB,DDR4-2666,2 x 8GB,4.997,White / Black,11.253,15,79.95
Corsair,Dominator Platinum RGB 16 GB,DDR4-3000,2 x 8GB,10.499,Black,10,15,167.99
Crucial,CT4K8G4DFD824A 32 GB,DDR4-2400,4 x 8GB,4.312,Green / Black,14.167,17,137.99
Crucial,CT2K8G4RFS424A 16 GB,DDR4-2400,2 x 8GB,,Green / Black,14.167,17,
G.Skill,Ripjaws X Series 16 GB,DDR3-1600,2 x 8GB,4.999,Black / Red,11.25,9,79.99
Thermaltake,TOUGHRAM RC 16 GB,DDR4-4000,2 x 8GB,,Black,9.5,19,
G.Skill,Ripjaws 4 series 8 GB,DDR4-2133,2 x 4GB,,Red,14.065,15,
G.Skill,Ares Series 8 GB,DDR3-1600,2 x 4GB,,Black / Orange,11.25,9,
Kingston,FURY 16 GB,DDR4-2133,2 x 8GB,,Black / Silver,13.127,14,
Kingston,KVR16E11K4/32 32 GB,DDR3-1600,4 x 8GB,8.093,Green,13.75,11,258.99
Corsair,Vengeance RGB Pro 64 GB,DDR4-3466,4 x 16GB,,White,9.233,16,
Crucial,CT2KIT12864BA160B 2 GB,DDR3-1600,2 x 1GB,,Black / Green,13.75,11,
ADATA,XPG GAMMIX D30 32 GB,DDR4-3000,2 x 16GB,,Silver / Black,10.667,16,
OLOy,WarHawk RGB 16 GB,DDR4-3200,2 x 8GB,,Blue / White,10,16,
ADATA,XPG Z1 16 GB,DDR4-2666,2 x 8GB,,Red / Black,12.003,16,
G.Skill,Trident Z 16 GB,DDR4-4500,2 x 8GB,,Black,8.444,19,
OLOy,MD4U082417IBSA 8 GB,DDR4-2400,1 x 8GB,,Red / Black,14.167,17,
OLOy,MD4U082417BBDA 16 GB,DDR4-2400,2 x 8GB,,Black / Red,14.167,17,
Kingston,KVR13LL9Q4K4/128I 128 GB,DDR3-1333,4 x 32GB,,Silver,13.503,9,
